Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Inventories of Extraction of Petroleum and Natural Gas The Same Period of Previous Year(100 million yuan),186.20,180.90,190.20,,195.50,220.00,212.40,209.70,213.90,532.30,205.50,198.20,195.30,181.70,189.90,,185.20,213.00,201.30,190.70,189.00,189.60,188.90,186.10,183.30,179.10,178.40,,185.80,195.40,198.10,188.80,210.50,208.70,204.30,218.20,212.30,207.50,211.80,,196.70,243.60,240.10,229.80,250.30,240.80,228.80,237.40,224.00,216.40,214.00,,209.40,256.20,271.00,266.20,266.20,244.00,229.00,231.70,222.30,212.90,213.40,,202.30,248.30,255.90,262.60,268.30,268.50,267.60,267.40,267.80,252.60,250.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Extraction of Petroleum and Natural Gas Accumulated Growth Rate(%),-0.5,2.2,-2.3,,-5.2,-6.2,-6.7,-7.5,-5.3,-62.8,-7.3,-4.7,-5.0,-0.6,0.1,,5.5,3.0,5.3,9.9,13.1,180.3,8.3,6.0,6.1,1.2,6.2,,-0.4,8.3,1.5,-0.1,-11.5,-10.5,-8.7,-15.9,-14.8,-15.0,-16.6,,-7.0,-20.6,-18.7,-18.4,-16.2,-13.5,-11.0,-8.5,-5.4,-4.3,-1.1,,-4.4,-2.5,-9.3,-11.8,-3.1,-0.9,0.5,3.5,0.7,2.3,0.1,,2.0,1.6,4.5,-0.1,-2.2,-9.0,-14.4,-12.8,-19.5,-17.3,-15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Ferrous Metal Ores month-end(100 million yuan),351.70,353.10,350.10,,362.60,362.50,357.00,353.80,361.40,358.10,369.30,391.80,397.80,397.30,393.70,,403.50,409.90,409.60,414.20,403.90,405.90,401.70,390.70,391.40,388.90,383.10,,332.10,338.30,332.30,344.90,343.90,352.50,343.50,334.30,308.50,304.30,302.80,,285.00,276.70,270.90,270.00,271.40,273.60,272.20,274.10,278.50,271.00,270.40,,275.80,279.30,282.40,280.90,281.90,284.10,285.80,281.40,278.90,265.80,270.50,,330.70,320.10,313.90,312.10,320.10,303.40,302.80,308.80,304.90,310.90,307.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Ferrous Metal Ores The Same Period of Previous Year(100 million yuan),399.70,395.90,388.70,,399.60,401.80,398.90,401.20,391.70,391.60,405.40,398.20,392.70,392.70,387.90,,372.30,381.90,380.50,395.50,396.20,405.50,393.60,382.60,357.90,350.70,344.70,,305.60,296.40,287.80,287.70,285.10,288.90,280.70,276.30,272.40,278.50,279.30,,285.40,288.70,285.70,282.50,286.60,290.40,293.60,291.00,284.20,271.10,286.30,,289.40,293.00,287.50,287.70,295.50,280.90,279.50,280.60,276.50,281.80,274.80,,340.80,340.20,330.50,339.70,335.80,337.90,329.80,333.70,324.60,313.60,314.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Ferrous Metal Ores Accumulated Growth Rate(%),-12.0,-10.8,-9.9,,-9.3,-9.8,-10.5,-11.8,-7.7,-8.6,-8.9,-1.6,1.3,1.2,1.5,,8.4,7.3,7.6,4.7,1.9,0.1,2.1,2.1,9.4,10.9,11.1,,8.7,14.1,15.5,19.9,20.6,22.0,22.4,21.0,13.3,9.3,8.4,,-0.1,-4.2,-5.2,-4.4,-5.3,-5.8,-7.3,-5.8,-2.0,0.0,-5.6,,-4.7,-4.7,-1.8,-2.4,-4.6,1.1,2.3,0.3,0.9,-5.7,-1.6,,-3.0,-5.9,-5.0,-8.1,-4.7,-10.2,-8.2,-7.5,-6.1,-0.9,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Non-Ferrous Metal Ores month-end(100 million yuan),388.80,378.40,376.90,,382.40,402.10,385.40,386.60,374.00,364.10,373.80,356.90,347.60,331.50,332.20,,325.80,337.60,326.60,323.10,326.40,321.70,315.40,313.40,313.40,297.10,277.00,,314.20,316.40,317.60,317.40,315.00,313.80,316.20,317.60,320.40,319.60,312.30,,321.40,319.60,321.40,316.90,315.30,316.80,312.90,316.60,314.20,305.10,296.70,,378.80,380.30,408.20,409.40,406.80,419.90,416.20,411.80,408.30,395.80,410.50,,387.70,403.00,395.80,399.00,401.80,426.80,421.20,421.70,416.80,429.20,412.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Non-Ferrous Metal Ores The Same Period of Previous Year(100 million yuan),349.10,328.80,327.80,,335.60,348.70,341.30,341.40,342.70,338.80,334.30,334.60,322.50,315.20,294.80,,313.20,312.90,308.60,309.00,307.40,308.80,304.50,310.00,312.40,310.60,303.90,,322.60,322.20,323.40,319.40,319.10,318.60,320.40,323.20,316.60,307.40,297.00,,308.60,315.90,314.80,309.30,305.80,302.10,298.00,298.10,297.30,290.00,298.50,,398.50,400.20,395.30,394.70,397.40,394.00,385.70,393.80,390.50,398.80,390.10,,388.60,401.70,400.30,395.90,394.50,412.20,416.40,409.10,410.00,417.80,388.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Non-Ferrous Metal Ores Accumulated Growth Rate(%),11.4,15.1,15.0,,13.9,15.3,12.9,13.2,9.1,7.5,11.8,6.7,7.8,5.2,12.7,,4.0,7.9,5.8,4.6,6.2,4.2,3.6,1.1,0.3,-4.3,-8.9,,-2.6,-1.8,-1.8,-0.6,-1.3,-1.5,-1.3,-1.7,1.2,4.0,5.2,,4.1,1.2,2.1,2.5,3.1,4.9,5.0,6.2,5.7,5.2,-0.6,,-4.9,-5.0,3.3,3.7,2.4,6.6,7.9,4.6,4.6,-0.8,5.2,,-0.2,0.3,-1.1,0.8,1.9,3.5,1.2,3.1,1.7,2.7,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Nonmetal Ores month-end(100 million yuan),473.70,477.80,459.40,,509.50,499.60,506.80,507.70,492.00,489.90,430.60,424.90,434.00,425.20,416.60,,376.40,359.20,363.80,355.10,342.50,336.70,330.80,324.10,315.30,302.10,305.30,,298.90,291.00,292.80,286.70,281.90,284.20,278.20,274.90,269.90,272.10,276.50,,263.00,260.20,250.70,245.50,245.50,235.50,238.90,236.60,230.20,225.20,222.40,,219.80,226.10,224.90,221.40,219.40,216.20,212.00,207.00,204.20,199.40,199.20,,211.90,216.20,216.10,210.70,209.50,215.90,216.10,211.80,205.80,206.00,204.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Nonmetal Ores The Same Period of Previous Year(100 million yuan),440.00,431.80,421.30,,431.90,402.90,415.10,409.10,398.60,387.80,380.30,375.80,370.50,358.60,358.70,,318.00,309.80,312.40,306.70,299.00,304.30,307.30,302.60,293.30,289.00,290.50,,279.70,277.10,266.80,262.70,256.90,247.10,246.50,239.10,233.50,230.80,232.40,,240.20,234.60,229.70,226.60,223.00,221.00,217.40,216.90,209.60,203.70,202.90,,210.50,215.50,209.80,208.90,209.70,204.40,201.50,193.90,188.80,190.70,186.40,,213.40,212.70,213.60,212.20,212.10,216.30,215.80,214.20,207.80,204.50,207.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and Processing of Nonmetal Ores Accumulated Growth Rate(%),7.7,10.7,9.0,,18.0,24.0,22.1,24.1,23.4,26.3,13.2,13.1,17.1,18.6,16.1,,18.4,15.9,16.5,15.8,14.5,10.6,7.6,7.1,7.5,4.5,5.1,,6.9,5.0,9.7,9.1,9.7,15.0,12.9,15.0,15.6,17.9,19.0,,9.5,10.9,9.1,8.3,10.1,6.6,9.9,9.1,9.8,10.6,9.6,,4.4,4.9,7.2,6.0,4.6,5.8,5.2,6.8,8.2,4.6,6.9,,-0.7,1.6,1.2,-0.7,-1.2,-0.2,0.1,-1.1,-1.0,0.7,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and  Support Activities month-end(100 million yuan),134.50,129.30,120.20,,103.80,135.80,133.30,131.40,130.30,124.90,118.60,117.60,117.00,106.40,102.10,,88.70,118.30,124.40,113.90,117.60,111.60,103.40,103.90,99.20,90.00,76.00,,81.90,111.30,108.70,107.70,111.10,107.50,101.50,121.00,113.90,106.20,105.80,,87.20,113.10,114.30,110.60,109.90,105.50,104.20,104.50,115.40,104.20,121.30,,155.10,230.50,239.80,233.80,212.20,227.40,218.10,223.10,206.50,180.70,157.40,,114.80,212.70,208.50,194.00,199.10,189.90,181.20,180.80,164.40,136.60,122.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and  Support Activities The Same Period of Previous Year(100 million yuan),120.50,110.20,105.50,,89.90,121.20,126.10,115.60,119.50,114.20,105.60,106.10,102.30,94.10,80.00,,86.70,116.50,114.20,112.80,116.20,111.30,105.30,124.30,117.00,108.90,108.20,,88.20,115.40,113.50,109.70,109.20,104.50,103.00,103.30,113.60,102.40,118.70,,152.80,233.10,246.30,239.80,225.10,215.70,206.90,211.90,192.90,158.80,145.00,,133.70,239.20,234.00,218.20,226.90,223.80,212.10,216.30,194.90,173.80,155.90,,131.70,228.70,229.70,251.80,249.20,244.60,236.70,235.30,228.30,200.90,188.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining and  Support Activities Accumulated Growth Rate(%),11.6,17.3,13.9,,15.5,12.0,5.7,13.7,9.0,9.4,12.3,10.8,14.4,13.1,27.6,,2.3,1.5,8.9,1.0,1.2,0.3,-1.8,-16.4,-15.2,-17.4,-29.8,,-7.1,-3.6,-4.2,-1.8,1.7,2.9,-1.5,17.1,0.3,3.7,-10.9,,-42.9,-51.5,-53.6,-53.9,-51.2,-51.1,-49.6,-50.7,-40.2,-34.4,-16.3,,16.0,-3.6,2.5,7.1,-6.5,1.6,2.8,3.1,6.0,4.0,1.0,,-12.8,-7.0,-9.2,-23.0,-20.1,-22.4,-23.4,-23.2,-28.0,-32.0,-34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining of Other Ores month-end(100 million yuan),0.20,0.20,0.20,,0.30,0.30,0.30,0.40,0.50,0.70,0.60,0.60,0.80,0.70,0.70,,0.60,0.60,0.50,0.50,0.50,0.60,0.60,0.60,0.70,0.60,0.60,,0.90,1.00,0.70,0.50,0.50,0.50,1.20,1.20,1.40,1.30,1.10,,1.30,1.50,1.50,1.40,1.30,1.20,1.30,1.20,1.10,0.60,0.60,,1.10,1.30,1.40,1.20,1.00,1.40,1.10,0.90,0.90,0.80,0.80,,1.50,1.70,1.50,1.50,1.40,1.30,1.20,1.20,1.10,0.90,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining of Other Ores The Same Period of Previous Year(100 million yuan),0.60,0.60,0.60,,0.60,0.60,0.50,0.50,0.50,0.60,0.60,0.60,0.80,0.70,0.80,,1.00,1.00,0.70,0.70,0.60,0.60,0.60,0.70,0.80,0.70,0.60,,0.60,0.60,0.70,0.50,0.50,0.40,1.00,1.00,0.90,0.40,0.40,,0.90,1.20,1.40,1.20,1.10,1.30,0.90,0.70,0.70,0.70,0.70,,1.10,1.20,1.00,1.00,0.90,0.70,0.60,0.50,0.50,0.40,0.50,,2.40,2.40,2.30,2.40,2.40,2.50,2.40,2.40,2.00,1.40,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Mining of Other Ores Accumulated Growth Rate(%),-66.7,-66.7,-66.7,,-50.0,-50.0,-40.0,-20.0,0.0,16.7,0.0,0.0,0.0,0.0,-12.5,,-40.0,-40.0,-28.6,-28.6,-16.7,0.0,0.0,-14.3,-12.5,-14.3,0.0,,50.0,66.7,0.0,0.0,0.0,25.0,20.0,20.0,55.6,225.0,175.0,,44.4,25.0,7.1,16.7,18.2,-7.7,44.4,71.4,57.1,-14.3,-14.3,,0.0,8.3,40.0,20.0,11.1,100.0,83.3,80.0,80.0,100.0,60.0,,-37.5,-29.2,-34.8,-37.5,-41.7,-48.0,-50.0,-50.0,-45.0,-35.7,-18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Manufacturing month-end(100 million yuan),159406.40,156594.90,155147.50,,153667.20,157965.20,156756.80,155056.80,155502.60,154259.70,152704.10,154922.80,155563.70,155374.70,154335.90,,153444.50,156932.80,154998.60,153018.30,153994.80,153917.00,152726.00,153910.90,150765.10,146348.30,142930.90,,140078.30,142446.40,140123.50,137270.10,136934.50,133944.20,130807.80,129863.00,126902.70,124424.60,121839.40,,118033.70,119246.90,118511.00,117295.60,116612.50,115465.90,113947.50,114683.10,114580.80,114136.30,111769.80,,112977.90,114735.10,114160.20,113259.90,113540.20,112686.20,111242.20,112207.40,110638.20,108274.50,109718.30,,111790.00,115014.70,114540.20,112984.20,112901.40,111410.90,108883.30,109400.20,107632.70,106949.30,105630.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Manufacturing The Same Period of Previous Year(100 million yuan),156151.40,155266.10,154137.10,,153710.20,157443.10,155692.00,153552.60,154764.60,154630.70,153234.90,154026.20,151157.80,146991.70,143611.30,,142281.30,144400.50,142156.90,139175.40,138302.50,135168.60,131560.30,130952.80,127751.40,125003.70,122106.00,,118495.30,119692.20,118745.70,117515.80,116993.60,115789.20,114265.00,115003.40,114722.80,113848.80,111436.00,,111920.70,113433.80,112797.80,111499.20,111480.80,110488.70,108962.70,109766.30,108069.60,105666.60,107139.00,,110380.30,113444.70,113191.00,111738.00,111514.80,110004.00,107445.60,107579.10,105566.70,104797.10,103489.00,,104176.70,106166.60,104403.10,102517.70,102021.30,100885.90,99565.80,100115.60,99339.40,97228.40,95242.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Manufacturing Accumulated Growth Rate(%),2.1,0.9,0.7,,0.0,0.3,0.7,1.0,0.5,-0.2,-0.3,0.6,2.9,5.7,7.5,,7.8,8.7,9.0,9.9,11.3,13.9,16.1,17.5,18.0,17.1,17.1,,18.2,19.0,18.0,16.8,17.0,15.7,14.5,12.9,10.6,9.3,9.3,,5.5,5.1,5.1,5.2,4.6,4.5,4.6,4.5,6.0,8.0,4.3,,2.4,1.1,0.9,1.4,1.8,2.4,3.5,4.3,4.8,3.3,6.0,,7.3,8.3,9.7,10.2,10.7,10.4,9.4,9.3,8.3,10.0,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Processing of Food from Agricultural Products month-end(100 million yuan),6254.00,6156.70,6057.60,,6546.20,6542.90,6288.40,6143.90,6141.80,6293.90,6354.80,6291.70,6359.50,6452.70,6442.70,,6546.50,6326.50,5972.80,5849.30,5940.30,6129.40,6183.10,6059.40,5986.70,5856.40,5668.70,,5772.60,5577.70,5412.80,5384.90,5687.90,5790.70,5815.20,5746.30,5639.40,5515.60,5368.00,,5421.00,5172.10,4877.20,4756.60,4822.60,4854.30,4838.00,4841.80,4728.10,4765.90,4684.70,,5000.20,4803.10,4592.00,4608.40,4633.50,4747.60,4759.30,4723.50,4759.10,4630.00,4595.40,,4948.30,4888.10,4797.00,4688.70,4748.80,4845.60,4828.10,4842.40,4735.10,4692.50,4542.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories of Processing of Food from Agricultural Products The Same Period of Previous Year(100 million yuan),6382.80,6439.30,6425.90,,6589.70,6387.10,6026.20,5898.80,5991.30,6160.70,6215.80,6097.90,6048.20,5923.50,5748.50,,5921.60,5708.70,5537.80,5499.10,5668.80,5767.70,5795.30,5718.10,5597.30,5464.40,5310.20,,5412.90,5170.70,4885.20,4713.50,4910.50,4940.60,4899.30,4883.20,4762.60,4743.90,4667.00,,4935.40,4725.90,4485.60,4412.50,4452.20,4528.50,4554.70,4522.30,4557.40,4412.50,4400.10,,4763.20,4704.70,4709.50,4590.70,4641.00,4736.50,4725.60,4725.30,4594.60,4546.00,4388.70,,4895.60,4765.10,4575.70,4477.20,4527.70,4623.20,4631.50,4648.10,4650.00,4529.20,4348.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
