Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Total Assets of Support Activities of Mining The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2879.90,2936.50,2955.00,2925.40,2917.60,2937.70,2913.80,2616.80,2619.40,2607.80,2629.30,,2824.00,2791.50,2727.10,2709.20,2683.70,2645.70,2622.60,2561.60,2569.70,2588.50,2728.50,,2888.80,2899.10,2842.80,2813.30,2794.40,2744.00,2730.70,2680.50,2668.30,2541.10,2522.60,
Total Assets of Support Activities of Mining Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,-8.4,-8.1,-3.2,-3.4,-3.6,-4.3,-5.2,-6.0,-6.7,-7.4,,-8.1,-5.6,-2.8,-3.1,-2.3,-0.2,-0.1,0.5,0.3,-0.8,-5.4,,-4.6,-6.0,-6.5,-6.2,-6.4,-6.0,-6.3,-4.7,-4.1,1.6,8.2,
Total Assets of Mining of Other Ores month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.30,24.30,24.80,24.50,24.60,24.00,23.80,23.10,22.40,20.00,19.80,,19.30,19.50,19.30,13.80,13.50,13.30,13.50,13.70,13.50,13.60,12.20,,13.60,13.50,13.50,13.50,13.30,13.10,12.40,12.50,12.30,12.20,12.00,
Total Assets of Mining of Other Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.30,20.50,19.80,14.30,14.30,14.40,14.30,14.00,13.90,15.30,14.20,,13.70,13.50,13.50,13.40,13.20,13.10,12.80,12.80,12.80,12.60,12.50,,12.70,12.00,11.60,11.40,11.30,11.10,10.30,10.50,9.80,9.40,8.80,
Total Assets of Mining of Other Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,18.5,25.3,71.3,72.0,66.7,66.4,65.0,61.2,30.7,39.4,,40.9,44.4,43.0,3.0,2.3,1.5,5.5,7.0,5.5,7.9,-2.4,,7.1,12.5,16.4,18.4,17.7,18.0,20.4,19.0,25.5,29.8,36.4,
Total Assets of Processing of Food from Agricultural Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34052.00,34107.90,34152.70,33827.50,33536.30,33161.80,32776.80,32277.20,32030.70,31508.20,30991.60,,33764.20,33235.30,32740.00,32220.60,31780.70,31383.70,31088.10,30715.90,30529.20,30133.70,29622.20,,32030.60,31678.70,31268.30,30839.50,30419.10,29860.70,29821.80,29295.20,28885.60,28270.00,27950.00,
Total Assets of Processing of Food from Agricultural Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32487.20,32368.80,32262.70,32020.30,31725.80,31329.90,30989.00,30627.10,30247.60,29816.90,29285.30,,32202.50,31798.50,31365.10,30965.90,30570.30,30032.60,29808.40,29253.60,29183.20,28624.50,28130.00,,30330.00,29758.10,29206.40,28698.40,28235.30,27816.20,27929.80,27388.50,26657.70,26152.90,25973.40,
Total Assets of Processing of Food from Agricultural Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,5.4,5.9,5.6,5.7,5.8,5.8,5.4,5.9,5.7,5.8,,4.8,4.5,4.4,4.1,4.0,4.5,4.3,5.0,4.6,5.3,5.3,,5.6,6.5,7.1,7.5,7.7,7.4,6.8,7.0,8.4,8.1,7.6,
Total Assets of Manufacture of Foods month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16017.80,15790.40,15632.20,15553.70,15335.60,15043.40,14921.00,14800.70,14619.80,14406.50,14204.40,,15348.30,15093.20,14862.60,14736.00,14534.70,14260.50,14085.50,13901.40,13849.40,13731.30,13546.70,,14333.70,14078.10,13819.90,13616.80,13314.00,13043.60,12996.30,12832.30,12655.10,12596.60,12394.00,
Total Assets of Manufacture of Foods The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15163.70,14932.80,14729.60,14643.30,14578.20,14286.30,14097.00,13915.00,13789.20,13630.50,13434.90,,14503.70,14228.70,13961.70,13750.70,13463.70,13154.70,13050.80,12883.10,12775.80,12698.30,12450.80,,12988.00,12748.00,12528.70,12371.50,12165.10,11848.20,11787.30,11609.40,11370.00,11195.90,11020.40,
Total Assets of Manufacture of Foods Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.7,6.1,6.2,5.2,5.3,5.8,6.4,6.0,5.7,5.7,,5.8,6.1,6.5,7.2,8.0,8.4,7.9,7.9,8.4,8.1,8.8,,10.4,10.4,10.3,10.1,9.4,10.1,10.3,10.5,11.3,12.5,12.5,
Total Assets of Manufacture of Wine Beverages and Refined Tea month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17248.30,17189.30,17148.30,17231.00,17101.30,16875.20,16764.70,16538.40,16400.00,16268.50,15919.50,,16518.00,16243.20,16108.80,16053.30,15847.60,15636.90,15503.90,15310.50,15209.90,15084.40,14841.30,,15355.80,15124.70,14987.70,14923.80,14764.30,14636.70,14582.60,14386.80,14094.10,13916.40,13720.00,
Total Assets of Manufacture of Wine Beverages and Refined Tea The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16110.20,15948.80,15994.10,16117.10,15944.40,15735.00,15610.40,15380.20,15204.50,15056.50,14822.10,,15367.50,15112.40,14973.90,14950.40,14789.90,14665.10,14599.00,14402.70,14225.70,14043.60,13801.30,,14169.80,13951.50,13773.90,13610.80,13503.20,13366.70,13272.60,13005.20,12888.80,12680.90,12573.70,
Total Assets of Manufacture of Wine Beverages and Refined Tea Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.8,7.2,6.9,7.3,7.2,7.4,7.5,7.9,8.0,7.4,,7.5,7.5,7.6,7.4,7.2,6.6,6.2,6.3,6.9,7.4,7.5,,8.4,8.4,8.8,9.6,9.3,9.5,9.9,10.6,9.4,9.7,9.1,
Total Assets of Manufacture of Tobacco month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10556.60,10487.30,10289.30,10237.10,10096.90,10155.30,10132.30,10140.20,10306.30,10396.70,10434.70,,10184.80,10255.10,10059.60,10130.90,10039.20,10158.30,10194.60,10098.70,10088.90,9584.60,9482.10,,9157.20,9282.70,9054.30,9204.20,9043.10,9087.80,9167.80,9341.60,9298.70,9273.20,9172.30,
Total Assets of Manufacture of Tobacco The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10187.90,10255.40,10059.80,10131.10,10039.40,10158.50,10195.70,10099.70,10089.90,9586.60,9484.70,,9165.40,9292.90,9064.10,9214.00,9052.90,9097.60,9176.40,9349.20,9323.60,9298.90,9186.60,,8564.50,8875.60,8585.10,8725.80,8616.80,8602.40,8752.30,8663.70,8603.50,8531.10,8364.20,
Total Assets of Manufacture of Tobacco Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,2.3,2.3,1.0,0.6,0.0,-0.6,0.4,2.1,8.5,10.0,,11.1,10.4,11.0,10.0,10.9,11.7,11.1,8.0,8.2,3.1,3.2,,6.9,4.6,5.5,5.5,4.9,5.6,4.7,7.8,8.1,8.7,9.7,
Total Assets of Manufacture of Textile month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24272.30,24580.40,24721.60,24421.00,24265.80,24046.60,23813.90,23581.00,23331.20,23013.20,22683.20,,24726.40,24448.80,24062.80,23716.60,23459.10,23175.10,22899.30,22711.30,22544.40,22632.80,22310.80,,24422.80,24152.70,23857.00,23553.10,23353.80,23060.00,22873.10,22547.90,22236.10,21792.40,21677.00,
Total Assets of Manufacture of Textile The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23516.70,23572.20,23533.90,23229.10,23086.30,22804.90,22559.90,22407.50,22084.80,21787.00,21507.40,,23755.80,23457.50,23152.80,22861.40,22643.20,22348.70,22108.40,21810.80,21733.30,21647.20,21347.00,,23510.90,23120.80,22749.40,22542.30,22218.50,21880.70,21706.90,21354.80,21093.10,20793.70,20650.90,
Total Assets of Manufacture of Textile Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,4.3,5.0,5.1,5.1,5.4,5.6,5.2,5.6,5.6,5.5,,4.1,4.2,3.9,3.7,3.6,3.7,3.6,4.1,3.7,4.6,4.5,,3.9,4.5,4.9,4.5,5.1,5.4,5.4,5.6,5.4,4.8,5.0,
Total Assets of Manufacture of Textile Wearing Apparel and Clothing month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13924.30,14012.50,14105.10,13915.50,13748.70,13553.30,13408.00,13193.20,12957.70,12610.10,12442.00,,13955.40,13486.10,13263.50,13004.10,12762.10,12519.90,12386.30,12199.50,12103.30,11810.70,11659.10,,13031.70,12864.50,12672.70,12421.10,12172.20,11930.30,11713.40,11438.60,11265.20,11102.50,11125.30,
Total Assets of Manufacture of Textile Wearing Apparel and Clothing The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13363.00,13122.70,13047.50,12818.20,12581.00,12353.00,12214.00,12025.70,11802.70,11668.40,11522.70,,13114.40,12920.90,12716.50,12460.90,12226.70,11946.50,11734.40,11433.50,11413.90,11057.50,10999.10,,12272.30,11995.90,11791.30,11583.50,11293.20,11118.40,10890.10,10635.40,10438.70,10312.30,10248.40,
Total Assets of Manufacture of Textile Wearing Apparel and Clothing Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,6.8,8.1,8.6,9.3,9.7,9.8,9.7,9.8,8.1,8.0,,6.4,4.4,4.3,4.4,4.4,4.8,5.6,6.7,6.0,6.8,6.0,,6.2,7.2,7.5,7.2,7.8,7.3,7.6,7.6,7.9,7.7,8.6,
Total Assets of Manufacture of Leather Fur Feather and Related Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7247.90,7236.60,7258.20,7142.70,7067.10,6966.30,6890.00,6792.60,6704.80,6581.30,6475.00,,7379.90,7279.80,7127.80,7006.70,6885.30,6805.70,6739.00,6630.90,6559.90,6472.00,6329.10,,7241.60,7128.20,7017.20,6957.80,6888.70,6732.10,6633.30,6546.60,6455.90,6257.50,6117.40,
Total Assets of Manufacture of Leather Fur Feather and Related Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7182.70,7181.00,7088.50,6956.80,6830.10,6747.10,6684.30,6568.00,6464.50,6371.80,6223.20,,7214.50,7092.30,6972.00,6911.70,6847.50,6667.20,6562.00,6480.10,6432.50,6240.50,6030.70,,6873.80,6784.50,6675.20,6570.70,6444.60,6302.50,6184.70,6016.20,5888.20,5726.20,5606.70,
Total Assets of Manufacture of Leather Fur Feather and Related Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.8,2.4,2.7,3.5,3.2,3.1,3.4,3.7,3.3,4.0,,2.3,2.6,2.2,1.4,0.6,2.1,2.7,2.3,2.0,3.7,4.9,,5.4,5.1,5.1,5.9,6.9,6.8,7.3,8.8,9.6,9.3,9.1,
Total Assets of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6523.30,6432.80,6360.90,6327.10,6237.00,6125.40,6063.90,5922.00,5805.50,5680.20,5612.90,,6532.10,6380.80,6236.70,6133.20,6036.40,5948.40,5847.30,5728.40,5727.80,5607.90,5509.90,,6427.00,6361.50,6209.50,6045.40,5890.80,5754.20,5656.90,5509.10,5345.40,5229.90,5169.10,
