Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Inventories of Mining and Processing of Ferrous Metal Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.40,383.30,372.50,362.10,360.30,361.60,361.40,358.40,354.80,360.10,361.20,,497.00,514.50,518.40,516.50,519.10,511.60,512.80,495.20,529.90,529.70,499.50,,584.50,594.70,593.70,587.60,579.60,567.40,559.00,546.30,523.70,514.00,485.70,
Inventories of Mining and Processing of Ferrous Metal Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9,-4.3,-2.7,3.7,2.5,2.2,1.0,2.9,1.3,-4.2,-4.3,,-8.6,-13.3,-16.4,-19.0,-16.9,-16.0,-16.9,-14.5,-17.7,-17.1,-19.3,,-14.8,-13.8,-13.6,-12.8,-11.1,-9.4,-7.1,-6.7,-1.2,1.1,9.2,
Inventories of Mining and Processing of Non-Ferrous Metal Ores month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.50,443.70,441.50,430.50,433.20,427.30,430.60,419.00,422.90,422.30,398.60,,449.00,458.60,455.80,449.70,448.90,447.00,447.90,427.10,424.40,426.10,415.80,,454.10,466.80,456.60,459.70,453.50,450.50,435.60,432.10,436.50,429.60,434.40,
Inventories of Mining and Processing of Non-Ferrous Metal Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.80,465.80,466.30,459.50,457.90,457.10,457.20,445.90,435.90,436.20,419.10,,449.60,464.70,454.50,458.40,453.00,453.80,441.00,423.00,438.00,429.60,421.40,,423.00,435.80,444.20,442.00,428.90,425.10,414.10,411.30,396.00,379.00,388.20,
Inventories of Mining and Processing of Non-Ferrous Metal Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7,-4.7,-5.3,-6.3,-5.4,-6.5,-5.8,-6.0,-3.0,-3.2,-4.9,,-0.1,-1.3,0.3,-1.9,-0.9,-1.5,1.6,1.0,-3.1,-0.8,-1.3,,7.4,7.1,2.8,4.0,5.7,6.0,5.2,5.1,10.2,13.4,11.9,
Inventories of Mining and Processing of Nonmetal Ores month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.40,260.30,259.70,260.60,260.90,256.20,253.80,250.60,247.60,243.70,238.90,,263.40,262.20,258.20,256.90,253.20,250.70,245.60,242.90,242.90,238.90,233.50,,264.00,261.50,260.00,256.40,255.40,246.10,236.60,231.90,227.90,222.60,220.90,
Inventories of Mining and Processing of Nonmetal Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.70,254.60,254.00,254.10,251.10,247.90,243.10,238.90,237.20,233.40,224.90,,257.90,256.60,254.00,250.90,250.80,246.70,237.60,234.00,228.70,224.40,222.20,,248.30,244.20,235.40,232.20,229.20,224.80,217.00,211.80,201.50,189.20,188.90,
Inventories of Mining and Processing of Nonmetal Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8,2.2,2.2,2.6,3.9,3.3,4.4,4.9,4.4,4.4,6.2,,2.1,2.2,1.7,2.4,1.0,1.6,3.4,3.8,6.2,6.5,5.1,,6.3,7.1,10.5,10.4,11.4,9.5,9.0,9.5,13.1,17.7,16.9,
Inventories of Support Activities of Mining month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.60,235.10,236.30,259.30,258.10,247.10,238.90,226.20,216.60,198.30,185.80,,168.70,263.40,268.10,262.80,264.10,255.50,252.30,235.40,232.60,228.20,222.40,,204.20,282.30,271.60,269.30,273.10,262.30,255.90,251.10,247.20,239.70,231.90,
Inventories of Support Activities of Mining The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.30,275.10,279.80,274.50,275.20,267.70,265.60,248.00,242.80,237.20,230.90,,211.90,305.30,294.20,290.70,292.90,279.10,271.40,251.40,247.80,240.00,231.90,,238.30,299.10,313.60,316.70,309.80,298.90,293.50,299.20,292.70,258.80,265.90,
Inventories of Support Activities of Mining Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.7,-14.5,-15.5,-5.5,-6.2,-7.7,-10.1,-8.8,-10.8,-16.4,-19.5,,-20.4,-13.7,-8.9,-9.6,-9.8,-8.5,-7.0,-6.4,-6.1,-4.9,-4.1,,-14.3,-5.6,-13.4,-15.0,-11.8,-12.2,-12.8,-16.1,-15.5,-7.4,-12.8,
Inventories of Mining of Other Ores month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90,3.00,2.80,2.80,2.70,2.60,2.50,2.50,2.20,1.90,1.50,,1.30,1.40,1.40,1.10,0.90,0.80,1.00,1.00,0.80,0.80,0.70,,0.80,0.70,0.70,0.70,0.70,0.60,0.50,0.50,0.50,0.50,0.50,
Inventories of Mining of Other Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,1.50,1.50,1.20,1.00,1.00,1.00,0.90,1.00,1.10,1.10,,0.80,0.70,0.70,0.70,0.60,0.60,0.60,0.50,0.60,0.60,0.60,,0.60,0.50,0.50,0.50,0.50,0.50,0.40,0.40,0.40,0.40,0.40,
Inventories of Mining of Other Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,100.0,86.7,133.3,170.0,160.0,150.0,177.8,120.0,72.7,36.4,,62.5,100.0,100.0,57.1,50.0,33.3,66.7,100.0,33.3,33.3,16.7,,33.3,40.0,40.0,40.0,40.0,20.0,25.0,25.0,25.0,25.0,25.0,
Inventories of Processing of Food from Agricultural Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249.40,5140.60,5007.20,4921.20,4996.90,5087.70,5079.00,5093.80,5081.70,4979.70,4783.20,,4908.80,4727.00,4566.30,4502.40,4574.20,4637.20,4586.40,4571.60,4512.10,4497.30,4406.30,,4672.30,4598.20,4507.40,4478.00,4582.20,4641.60,4608.50,4528.10,4555.70,4475.60,4388.60,
Inventories of Processing of Food from Agricultural Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4784.50,4663.00,4530.30,4480.90,4577.30,4638.20,4584.40,4564.70,4483.40,4464.60,4369.40,,4711.90,4637.10,4545.00,4517.10,4616.80,4660.90,4640.00,4561.40,4607.70,4532.40,4414.50,,4764.90,4639.10,4539.50,4538.30,4590.70,4674.30,4790.50,4701.60,4636.70,4499.40,4356.50,
Inventories of Processing of Food from Agricultural Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,10.2,10.5,9.8,9.2,9.7,10.8,11.6,13.3,11.5,9.5,,4.2,1.9,0.5,-0.3,-0.9,-0.5,-1.2,0.2,-2.1,-0.8,-0.2,,-1.9,-0.9,-0.7,-1.3,-0.2,-0.7,-3.8,-3.7,-1.7,-0.5,0.7,
Inventories of Manufacture of Foods month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.80,1600.20,1554.70,1520.30,1509.10,1492.70,1469.70,1477.90,1477.60,1458.80,1432.70,,1536.00,1494.50,1455.40,1438.40,1415.30,1409.70,1383.90,1398.60,1395.80,1391.20,1366.00,,1461.50,1452.30,1431.40,1420.40,1405.40,1395.10,1381.30,1380.60,1371.40,1344.00,1344.70,
Inventories of Manufacture of Foods The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.70,1488.50,1456.80,1449.50,1432.60,1423.30,1395.30,1412.70,1403.90,1394.90,1371.50,,1489.90,1471.80,1449.60,1437.80,1422.00,1409.70,1394.00,1391.70,1389.10,1360.20,1362.60,,1424.80,1425.30,1390.50,1363.60,1358.40,1347.80,1308.10,1305.00,1284.80,1260.90,1208.40,
Inventories of Manufacture of Foods Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.5,6.7,4.9,5.3,4.9,5.3,4.6,5.2,4.6,4.5,,3.1,1.5,0.4,0.0,-0.5,0.0,-0.7,0.5,0.5,2.3,0.2,,2.6,1.9,2.9,4.2,3.5,3.5,5.6,5.8,6.7,6.6,11.3,
Inventories of Manufacture of Wine Beverages and Refined Tea month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619.00,2566.20,2538.40,2536.60,2558.80,2531.90,2504.20,2488.90,2488.00,2457.80,2399.40,,2564.40,2465.30,2434.30,2408.90,2392.50,2376.70,2349.00,2349.00,2354.10,2348.00,2311.30,,2409.50,2370.90,2338.40,2319.80,2317.90,2323.80,2285.60,2313.00,2264.50,2237.00,2215.20,
Inventories of Manufacture of Wine Beverages and Refined Tea The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480.00,2416.30,2419.30,2416.40,2403.20,2388.00,2357.50,2349.30,2342.20,2331.40,2300.10,,2418.90,2379.90,2346.70,2331.30,2327.20,2334.00,2319.70,2321.10,2288.10,2257.40,2224.50,,2332.10,2257.60,2221.40,2204.60,2189.20,2189.60,2165.60,2132.90,2097.60,2080.50,2018.50,
Inventories of Manufacture of Wine Beverages and Refined Tea Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.2,4.9,5.0,6.5,6.0,6.2,5.9,6.2,5.4,4.3,,6.0,3.6,3.7,3.3,2.8,1.8,1.3,1.2,2.9,4.0,3.9,,3.3,5.0,5.3,5.2,5.9,6.1,5.5,8.4,8.0,7.5,9.7,
Inventories of Manufacture of Tobacco month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770.40,4554.40,4517.20,4486.30,4489.20,4582.30,4663.80,4639.80,4641.50,4642.60,4579.80,,4574.30,4442.00,4352.50,4300.80,4309.40,4407.50,4496.60,4492.90,4410.20,4397.40,4322.60,,4286.00,4139.00,4056.40,3955.20,3950.70,4020.80,4114.80,4005.40,3984.60,3937.40,3868.00,
Inventories of Manufacture of Tobacco The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4574.30,4442.00,4352.50,4300.80,4309.40,4407.50,4496.80,4493.10,4410.30,4397.50,4322.60,,4286.50,4139.80,4057.10,3955.70,3951.10,4021.20,4115.10,4005.70,3986.80,3939.40,3869.80,,3879.80,3732.90,3626.20,3588.00,3531.10,3597.10,3675.50,3588.50,3525.60,3440.40,3384.00,
Inventories of Manufacture of Tobacco Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,2.5,3.8,4.3,4.2,4.0,3.7,3.3,5.2,5.6,6.0,,6.7,7.3,7.3,8.7,9.1,9.6,9.3,12.2,10.6,11.6,11.7,,10.5,10.9,11.9,10.2,11.9,11.8,12.0,11.6,13.0,14.4,14.3,
Inventories of Manufacture of Textile month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520.20,3600.30,3627.90,3578.00,3578.30,3571.10,3555.30,3538.50,3492.10,3468.00,3404.30,,3524.20,3535.50,3481.00,3449.00,3425.20,3408.80,3390.50,3377.30,3399.00,3418.90,3369.60,,3563.30,3560.00,3533.30,3486.00,3480.00,3490.20,3486.10,3448.70,3399.80,3361.30,3342.20,
Inventories of Manufacture of Textile The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392.60,3447.30,3423.40,3389.60,3368.90,3349.40,3331.20,3321.20,3314.00,3293.10,3247.70,,3465.50,3459.20,3431.70,3385.10,3378.30,3390.80,3371.60,3340.80,3329.30,3320.60,3283.00,,3496.50,3501.10,3485.00,3483.70,3471.90,3451.40,3407.40,3374.70,3326.00,3314.90,3287.10,
Inventories of Manufacture of Textile Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.4,6.0,5.6,6.2,6.6,6.7,6.5,5.4,5.3,4.8,,1.7,2.2,1.4,1.9,1.4,0.5,0.6,1.1,2.1,3.0,2.6,,1.9,1.7,1.4,0.1,0.2,1.1,2.3,2.2,2.2,1.4,1.7,
Inventories of Manufacture of Textile Wearing Apparel and Clothing month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.10,2103.20,2123.70,2092.30,2086.80,2069.70,2038.90,1989.40,1945.80,1878.40,1855.00,,2016.30,2031.30,2029.80,2016.50,2008.50,1984.00,1939.60,1950.00,1924.70,1876.80,1818.80,,1979.80,2036.90,2033.40,2019.30,1992.30,1947.20,1902.70,1864.70,1801.70,1755.70,1796.20,
Inventories of Manufacture of Textile Wearing Apparel and Clothing The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962.30,1986.30,2002.60,1990.00,1986.40,1961.30,1915.60,1921.40,1874.20,1839.50,1782.90,,1983.00,2034.90,2029.10,2006.00,1987.80,1938.40,1901.10,1856.10,1820.30,1749.60,1776.90,,1918.90,1923.80,1923.40,1915.50,1877.70,1856.00,1829.80,1801.60,1752.70,1703.60,1699.80,
Inventories of Manufacture of Textile Wearing Apparel and Clothing Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.9,6.0,5.1,5.1,5.5,6.4,3.5,3.8,2.1,4.0,,1.7,-0.2,0.0,0.5,1.0,2.4,2.0,5.1,5.7,7.3,2.4,,3.2,5.9,5.7,5.4,6.1,4.9,4.0,3.5,2.8,3.1,5.7,
Inventories of Manufacture of Leather Fur Feather and Related Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.00,1082.60,1078.70,1073.80,1072.10,1062.60,1052.30,1042.50,1027.60,998.00,963.90,,1075.00,1072.40,1064.20,1055.10,1046.30,1039.70,1035.60,1023.10,1016.60,1003.10,979.90,,1067.80,1071.50,1061.60,1053.80,1048.30,1041.80,1030.30,1019.80,996.30,974.50,958.00,
Inventories of Manufacture of Leather Fur Feather and Related Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.70,1058.30,1052.90,1041.40,1031.10,1023.60,1020.40,1007.60,992.10,978.00,956.50,,1069.00,1066.50,1057.10,1047.80,1042.00,1033.60,1020.60,1010.70,997.70,971.90,945.90,,1045.20,1047.90,1032.50,1015.20,1004.80,992.70,987.40,968.10,942.50,915.50,900.90,
Inventories of Manufacture of Leather Fur Feather and Related Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.3,2.5,3.1,4.0,3.8,3.1,3.5,3.6,2.0,0.8,,0.6,0.6,0.7,0.7,0.4,0.6,1.5,1.2,1.9,3.2,3.6,,2.2,2.3,2.8,3.8,4.3,4.9,4.3,5.3,5.7,6.4,6.3,
Inventories of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.30,835.80,817.00,810.40,806.00,800.70,800.10,789.50,777.40,769.20,748.90,,844.10,839.90,828.60,821.00,806.20,799.80,789.80,784.90,783.60,773.50,753.10,,859.90,851.90,829.30,814.40,801.10,788.80,776.60,762.00,751.90,734.00,724.90,
Inventories of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.70,827.60,812.80,807.10,793.70,786.70,775.60,768.30,758.80,749.10,732.30,,848.20,839.60,817.90,804.40,790.00,778.50,762.80,749.00,757.10,737.70,721.60,,795.10,786.50,771.90,759.20,750.90,741.90,732.80,730.80,715.00,689.60,686.30,
