Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Financial Costs of Extraction of Petroleum and Natural Gas Accumulated The Same Period of Previous Year(100 million yuan),41.30,28.30,24.80,,151.10,147.50,132.20,117.30,109.70,93.20,76.90,71.90,55.80,38.10,30.20,,152.60,149.20,135.10,121.20,113.20,98.00,83.10,73.40,58.10,42.90,32.80,,166.20,149.80,137.10,123.10,116.80,103.00,89.80,83.00,65.20,47.90,36.30,,185.20,177.50,157.80,140.10,130.80,110.70,94.10,85.50,65.60,47.20,27.80,,115.80,118.80,106.40,94.60,90.20,75.60,62.70,58.40,45.20,32.00,28.30,,136.60,133.80,119.60,105.90,100.80,86.80,72.80,67.70,52.60,37.90,31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Extraction of Petroleum and Natural Gas Accumulated Growth Rate(%),22.5,27.2,21.8,,-11.8,-11.8,-12.9,-14.0,-13.6,-15.7,-15.9,-18.2,-25.8,-25.5,-17.5,,-1.0,-1.1,-2.2,-3.3,-3.3,-5.1,-7.6,-2.2,-4.1,-11.2,-7.9,,-7.9,-0.2,-1.0,-0.8,-2.7,-4.4,-7.0,-11.3,-10.4,-10.6,-9.4,,-10.2,-15.2,-13.1,-12.3,-10.9,-7.0,-4.7,-2.9,-0.3,1.9,30.9,,67.3,55.1,54.2,54.1,51.0,48.5,52.6,49.0,48.0,50.6,2.5,,-15.8,-11.7,-11.5,-11.2,-10.8,-11.5,-12.5,-12.1,-14.1,-14.2,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Ferrous Metal Ores Accumulated(100 million yuan),45.10,35.50,19.80,,131.80,122.10,112.50,102.50,88.80,78.60,73.30,60.10,48.30,36.10,23.10,,151.10,138.10,129.20,118.30,103.60,91.40,80.10,65.30,51.60,38.00,23.70,,175.00,160.70,149.00,134.00,120.40,106.90,87.40,70.80,57.20,44.80,26.10,,153.00,141.40,130.40,117.10,103.50,89.40,78.00,62.50,49.60,38.30,23.40,,162.30,148.10,135.60,126.60,112.20,90.30,76.60,62.80,47.40,35.50,22.30,,154.80,145.00,132.30,118.90,106.40,92.70,76.60,56.70,45.80,34.60,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Ferrous Metal Ores Accumulated The Same Period of Previous Year(100 million yuan),45.10,33.70,21.60,,142.90,128.70,120.40,109.50,97.20,86.50,81.20,66.40,52.20,38.10,24.10,,175.60,161.80,150.30,135.70,122.10,108.00,93.80,76.30,61.70,47.90,28.00,,172.20,158.70,146.40,130.40,115.00,99.90,80.00,63.90,51.00,39.70,24.30,,162.20,148.10,135.10,122.80,108.40,90.20,76.90,63.10,47.40,35.70,22.50,,149.20,139.40,127.20,117.30,105.00,88.70,73.10,58.70,47.40,35.70,22.40,,106.40,98.00,91.80,83.40,74.80,66.00,57.00,39.10,31.30,23.30,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Ferrous Metal Ores Accumulated Growth Rate(%),0.0,5.3,-8.3,,-7.8,-5.1,-6.6,-6.4,-8.6,-9.1,-9.7,-9.5,-7.5,-5.2,-4.1,,-14.0,-14.6,-14.0,-12.8,-15.2,-15.4,-14.6,-14.4,-16.4,-20.7,-15.4,,1.6,1.3,1.8,2.8,4.7,7.0,9.3,10.8,12.2,12.8,7.4,,-5.7,-4.5,-3.5,-4.6,-4.5,-0.9,1.4,-1.0,4.6,7.3,4.0,,8.8,6.2,6.6,7.9,6.9,1.8,4.8,7.0,0.0,-0.6,-0.4,,45.5,48.0,44.1,42.6,42.2,40.5,34.4,45.0,46.3,48.5,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Non-Ferrous Metal Ores Accumulated(100 million yuan),21.80,15.50,9.20,,61.20,54.10,48.90,44.40,40.00,35.10,30.30,24.30,19.30,14.40,8.30,,65.10,55.00,49.00,44.20,40.30,35.30,30.70,25.20,20.10,14.70,8.50,,65.40,59.20,53.50,48.40,43.00,38.20,33.40,27.20,21.90,16.70,9.10,,65.30,58.50,53.70,48.50,45.60,41.20,34.60,27.70,22.50,16.70,10.10,,75.70,69.50,62.90,56.60,49.20,41.30,35.10,28.20,22.60,16.90,10.50,,78.90,69.80,56.60,52.70,46.40,39.80,34.70,27.80,22.20,17.90,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Non-Ferrous Metal Ores Accumulated The Same Period of Previous Year(100 million yuan),20.10,14.90,8.70,,64.60,54.80,49.20,44.30,40.80,35.70,31.20,25.80,20.50,15.00,8.80,,65.70,59.10,53.20,48.30,42.60,37.90,32.90,26.70,21.70,16.40,9.10,,66.90,59.40,54.60,48.80,45.70,40.90,34.50,27.70,22.50,16.60,10.10,,73.30,67.20,60.90,54.20,47.00,41.00,34.90,27.80,22.60,17.00,10.40,,73.90,66.10,59.50,53.60,46.20,39.60,34.60,27.40,22.10,16.50,9.00,,68.60,60.40,55.10,50.00,44.40,37.10,32.80,26.60,21.20,16.70,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Non-Ferrous Metal Ores Accumulated Growth Rate(%),8.5,4.0,5.7,,-5.3,-1.3,-0.6,0.2,-2.0,-1.7,-2.9,-5.8,-5.9,-4.0,-5.7,,-0.9,-6.9,-7.9,-8.5,-5.4,-6.9,-6.7,-5.6,-7.4,-10.4,-6.6,,-2.2,-0.3,-2.0,-0.8,-5.9,-6.6,-3.2,-1.8,-2.7,0.6,-9.9,,-10.9,-12.9,-11.8,-10.5,-3.0,0.5,-0.9,-0.4,-0.4,-1.8,-2.9,,2.4,5.1,5.7,5.6,6.5,4.3,1.4,2.9,2.3,2.4,16.7,,15.0,15.6,2.7,5.4,4.5,7.3,5.8,4.5,4.7,7.2,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Nonmetal Ores Accumulated(100 million yuan),24.70,18.60,9.90,,73.70,66.20,61.40,55.60,45.80,41.10,35.70,28.30,23.20,18.30,10.60,,75.10,65.30,59.40,53.10,44.70,39.20,34.30,27.30,22.60,17.30,10.00,,63.90,55.60,50.90,44.90,38.40,33.70,29.90,22.60,18.00,13.40,8.30,,50.40,45.20,39.70,34.70,29.50,25.90,23.20,18.10,14.10,10.30,6.10,,48.50,44.10,40.20,32.60,28.90,27.40,23.40,18.50,14.90,11.80,7.20,,47.40,41.60,37.20,33.60,29.40,26.50,23.10,17.80,14.00,10.60,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Nonmetal Ores Accumulated The Same Period of Previous Year(100 million yuan),24.90,19.70,10.90,,73.30,63.60,58.80,52.70,43.10,38.30,33.30,27.00,22.30,17.50,10.40,,71.00,60.10,55.10,48.90,41.70,36.00,31.40,23.80,18.90,14.20,8.80,,56.90,49.10,43.50,39.10,33.10,29.10,25.60,19.40,14.90,10.90,6.40,,51.40,46.00,41.70,37.20,32.80,28.80,24.60,19.20,15.50,12.00,7.40,,51.90,45.30,40.70,33.20,28.80,26.40,22.90,17.50,13.70,10.20,6.50,,41.40,37.20,32.20,29.20,25.80,23.20,19.80,16.40,12.80,9.90,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and Processing of Nonmetal Ores Accumulated Growth Rate(%),-0.8,-5.6,-9.2,,0.5,4.1,4.4,5.5,6.3,7.3,7.2,4.8,4.0,4.6,1.9,,5.8,8.7,7.8,8.6,7.2,8.9,9.2,14.7,19.6,21.8,13.6,,12.3,13.2,17.0,14.8,16.0,15.8,16.8,16.5,20.8,22.9,29.7,,-1.9,-1.7,-4.8,-6.7,-10.1,-10.1,-5.7,-5.7,-9.0,-14.2,-17.6,,-6.6,-2.6,-1.2,-1.8,0.3,3.8,2.2,5.7,8.8,15.7,10.8,,14.5,11.8,15.5,15.1,14.0,14.2,16.7,8.5,9.4,7.1,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and  Support Activities Accumulated(100 million yuan),0.20,0.90,0.50,,5.30,5.20,4.00,3.30,3.00,2.60,1.00,2.50,3.50,3.10,2.10,,-2.80,-5.00,-6.10,-4.60,-3.30,-2.70,-3.00,-2.70,-0.50,1.90,1.10,,4.50,4.90,4.50,2.80,2.90,3.30,2.70,2.80,1.60,0.50,1.30,,12.40,9.30,7.60,6.00,4.40,2.70,1.10,0.60,1.00,0.30,0.20,,0.60,0.00,-1.50,-3.00,-2.70,4.50,3.40,2.40,4.30,4.40,2.60,,-1.90,-4.90,-6.10,-5.90,-4.40,-4.40,-1.20,3.40,7.80,3.20,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and  Support Activities Accumulated The Same Period of Previous Year(100 million yuan),3.70,3.30,2.20,,-2.80,-5.00,-6.10,-4.60,-3.30,-2.60,-3.00,-2.70,-0.40,1.90,1.10,,5.00,5.10,4.90,3.20,3.30,3.60,2.90,3.00,1.80,0.60,1.40,,12.10,9.80,7.30,5.80,4.20,2.50,0.80,0.30,0.70,0.10,0.10,,1.40,0.30,-1.00,-2.60,-2.50,-0.10,-0.30,-0.80,1.90,2.60,2.10,,-3.80,-6.50,-6.80,-6.60,-4.60,-0.90,1.90,6.30,6.10,4.90,4.30,,16.20,-4.90,-6.50,-5.40,-8.60,-10.20,-9.00,-11.60,-7.80,-6.20,-2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining and  Support Activities Accumulated Growth Rate(%),-94.6,-72.7,-77.3,,-289.3,-204.0,-165.6,-171.7,-190.9,-200.0,-133.3,-192.6,-975.0,63.2,90.9,,-156.0,-198.0,-224.5,-243.8,-200.0,-175.0,-203.4,-190.0,-127.8,216.7,-21.4,,-62.8,-50.0,-38.4,-51.7,-31.0,32.0,237.5,833.3,128.6,400.0,1200.0,,785.7,3000.0,-860.0,-330.8,-276.0,-2800.0,-466.7,-175.0,-47.4,-88.5,-90.5,,-115.8,-100.0,-77.9,-54.5,-41.3,-600.0,78.9,-61.9,-29.5,-10.2,-39.5,,-111.7,0.0,-6.2,9.3,-48.8,-56.9,-86.7,-129.3,-200.0,-151.6,-218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining of Other Ores Accumulated(100 million yuan),0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining of Other Ores Accumulated The Same Period of Previous Year(100 million yuan),0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,0.00,,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.00,,0.20,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.00,0.00,,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Mining of Other Ores Accumulated Growth Rate(%),0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-50.0,-50.0,-50.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Manufacturing Accumulated(100 million yuan),1737.40,1324.40,887.50,,5267.70,4934.90,4331.40,3878.70,3443.10,3070.70,2372.40,2278.10,2116.00,1761.00,1145.80,,5125.40,4302.60,3751.50,3471.90,3406.50,3119.50,2652.20,2264.70,1839.40,1636.60,1146.60,,6734.00,6190.20,5576.70,4957.80,4441.60,3907.20,3393.80,2891.50,2204.70,1551.50,1088.30,,7426.20,6663.60,5945.70,5274.30,4625.90,3955.90,3324.70,2708.90,2187.60,1621.10,1026.00,,7308.40,6651.60,6072.70,5477.00,4883.60,4386.90,3800.30,3130.90,2612.20,2009.80,1349.20,,8088.80,7374.90,6743.20,6130.10,5516.00,4862.10,4238.80,3586.70,2946.00,2279.60,1472.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Manufacturing Accumulated The Same Period of Previous Year(100 million yuan),2094.90,1707.30,1105.00,,4850.70,4071.20,3546.70,3302.50,3253.20,2980.50,2524.30,2170.10,1789.20,1630.60,1154.10,,6779.60,6227.20,5608.70,4980.00,4452.40,3912.60,3381.70,2883.80,2195.40,1546.50,1086.90,,7335.10,6581.50,5856.10,5195.00,4568.90,3913.60,3279.90,2669.00,2152.00,1586.20,1005.80,,7210.70,6553.80,5933.70,5316.20,4724.20,4233.30,3653.40,3006.30,2501.50,1921.50,1278.80,,7756.70,6958.70,6365.90,5803.30,5181.80,4536.60,3952.50,3315.00,2720.50,2107.00,1359.80,,8156.70,7374.20,6719.80,6094.20,5436.40,4724.00,4040.40,3293.70,2617.60,1958.60,1269.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Manufacturing Accumulated Growth Rate(%),-17.1,-22.4,-19.7,,8.6,21.2,22.1,17.4,5.8,3.0,-6.0,5.0,18.3,8.0,-0.7,,-24.4,-30.9,-33.1,-30.3,-23.5,-20.3,-21.6,-21.5,-16.2,5.8,5.5,,-8.2,-5.9,-4.8,-4.6,-2.8,-0.2,3.5,8.3,2.4,-2.2,8.2,,3.0,1.7,0.2,-0.8,-2.1,-6.6,-9.0,-9.9,-12.5,-15.6,-19.8,,-5.8,-4.4,-4.6,-5.6,-5.8,-3.3,-3.9,-5.6,-4.0,-4.6,-0.8,,-0.8,0.0,0.3,0.6,1.5,2.9,4.9,8.9,12.5,16.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Processing of Food from Agricultural Products Accumulated(100 million yuan),97.40,73.20,45.00,,308.10,277.90,255.70,230.10,198.60,173.10,150.10,126.20,101.30,82.50,52.60,,367.00,333.10,306.10,272.50,236.90,207.60,177.20,147.10,115.90,87.60,54.60,,359.20,318.50,286.50,257.40,229.30,201.30,179.30,144.80,116.00,88.50,54.90,,342.20,297.00,266.90,237.50,204.10,176.70,174.30,143.50,114.60,82.40,50.40,,374.40,339.00,308.50,278.70,244.30,213.90,185.70,152.60,125.10,94.90,61.10,,429.00,393.70,361.20,326.00,289.00,263.50,227.30,184.60,148.80,111.90,71.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Costs of Processing of Food from Agricultural Products Accumulated The Same Period of Previous Year(100 million yuan),97.20,75.50,48.80,,342.20,311.50,286.90,255.50,221.30,194.60,166.80,138.40,110.90,86.70,54.50,,358.40,316.80,284.70,255.30,230.40,201.10,174.80,141.50,113.60,87.60,54.00,,348.30,304.70,275.60,247.90,219.80,192.80,174.30,142.90,113.70,80.70,49.40,,363.80,328.50,296.90,266.80,233.20,203.00,177.00,145.50,119.30,90.20,57.00,,402.80,360.60,330.90,294.90,259.00,232.60,201.80,162.40,130.40,97.30,61.70,,396.10,359.20,329.50,298.70,257.60,235.50,204.70,169.40,138.50,104.70,63.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
