Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Value-added Tax Payable of Mining and Processing of Nonmetal Ores Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.90,187.20,162.60,141.80,121.50,105.70,87.80,71.30,55.70,41.10,26.80,
Value-added Tax Payable of Mining and Processing of Nonmetal Ores Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.60,174.20,153.10,133.50,119.20,100.50,84.80,67.30,52.70,39.10,25.40,
Value-added Tax Payable of Mining and Processing of Nonmetal Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.5,6.2,6.2,1.9,5.2,3.5,5.9,5.7,5.1,5.5,
Value-added Tax Payable of Support Activities of Mining Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.70,50.80,43.70,37.90,36.40,33.60,29.10,17.50,15.60,7.90,3.90,
Value-added Tax Payable of Support Activities of Mining Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.30,59.70,50.60,46.30,39.20,38.50,27.60,20.20,15.50,10.90,5.10,
Value-added Tax Payable of Support Activities of Mining Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.1,-14.9,-13.6,-18.1,-7.1,-12.7,5.4,-13.4,0.6,-27.5,-23.5,
Value-added Tax Payable of Mining of Other Ores Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.70,0.70,0.60,0.60,0.50,0.40,0.30,0.20,0.20,0.10,
Value-added Tax Payable of Mining of Other Ores Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,0.70,0.70,0.70,0.50,0.40,0.30,0.30,0.20,0.20,0.10,
Value-added Tax Payable of Mining of Other Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.0,0.0,-14.3,20.0,25.0,33.3,0.0,0.0,0.0,0.0,
Value-added Tax Payable of Processing of Food from Agricultural Products Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.40,932.40,807.00,692.20,592.80,514.10,430.90,353.20,278.80,213.80,143.50,
Value-added Tax Payable of Processing of Food from Agricultural Products Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.60,893.70,760.50,641.90,551.10,478.00,404.80,333.70,259.90,196.70,129.10,
Value-added Tax Payable of Processing of Food from Agricultural Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,4.3,6.1,7.8,7.6,7.6,6.4,5.8,7.3,8.7,11.2,
Value-added Tax Payable of Manufacture of Foods Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.10,597.80,528.80,469.30,401.10,350.10,313.90,262.90,206.00,157.30,101.50,
Value-added Tax Payable of Manufacture of Foods Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.30,543.70,481.30,420.70,364.10,318.10,281.70,230.50,178.70,137.00,88.50,
Value-added Tax Payable of Manufacture of Foods Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,10.0,9.9,11.6,10.2,10.1,11.4,14.1,15.3,14.8,14.7,
Value-added Tax Payable of Manufacture of Wine Beverages and Refined Tea Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.70,569.70,519.80,469.50,418.80,364.60,314.70,256.60,209.40,164.10,108.50,
Value-added Tax Payable of Manufacture of Wine Beverages and Refined Tea Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.00,541.70,486.90,444.50,391.60,339.80,297.90,240.30,194.70,147.60,100.10,
Value-added Tax Payable of Manufacture of Wine Beverages and Refined Tea Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.2,6.8,5.6,6.9,7.3,5.6,6.8,7.6,11.2,8.4,
Value-added Tax Payable of Manufacture of Tobacco Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.90,1104.70,1013.20,926.10,812.40,710.60,608.20,529.00,437.00,369.50,298.60,
Value-added Tax Payable of Manufacture of Tobacco Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.20,1060.50,973.90,884.20,771.60,661.90,565.70,500.30,428.40,361.60,298.20,
Value-added Tax Payable of Manufacture of Tobacco Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,4.2,4.0,4.7,5.3,7.4,7.5,5.7,2.0,2.2,0.1,
Value-added Tax Payable of Manufacture of Textile Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.30,854.40,746.50,652.30,570.10,490.20,413.20,336.60,266.30,194.10,122.60,
Value-added Tax Payable of Manufacture of Textile Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.50,806.40,695.10,598.80,521.50,452.10,382.30,310.30,240.10,174.60,109.40,
Value-added Tax Payable of Manufacture of Textile Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.0,7.4,8.9,9.3,8.4,8.1,8.5,10.9,11.2,12.1,
Value-added Tax Payable of Manufacture of Textile Wearing Apparel and Clothing Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.70,520.90,460.20,405.80,355.60,311.80,265.00,217.40,174.50,132.40,85.90,
Value-added Tax Payable of Manufacture of Textile Wearing Apparel and Clothing Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.80,490.80,428.90,374.70,324.00,281.30,240.10,197.20,158.10,121.60,81.60,
Value-added Tax Payable of Manufacture of Textile Wearing Apparel and Clothing Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,6.1,7.3,8.3,9.8,10.8,10.4,10.2,10.4,8.9,5.3,
Value-added Tax Payable of Manufacture of Leather Fur Feather and Related Products Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.20,320.20,278.10,244.90,212.20,182.90,155.80,125.20,100.90,75.60,48.10,
Value-added Tax Payable of Manufacture of Leather Fur Feather and Related Products Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.00,301.80,262.50,229.90,198.80,173.70,145.50,118.40,92.60,70.10,43.80,
Value-added Tax Payable of Manufacture of Leather Fur Feather and Related Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.1,5.9,6.5,6.7,5.3,7.1,5.7,9.0,7.8,9.8,
Value-added Tax Payable of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.40,318.30,280.30,245.70,212.90,183.00,153.10,122.00,94.60,69.20,44.20,
Value-added Tax Payable of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.30,305.80,264.70,231.10,200.50,172.20,144.50,114.20,87.80,64.00,39.40,
Value-added Tax Payable of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.1,5.9,6.3,6.2,6.3,6.0,6.8,7.7,8.1,12.2,
Value-added Tax Payable of Manufacture of Furniture Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.00,178.60,156.10,136.80,118.60,102.50,88.70,70.80,56.50,42.90,28.00,
Value-added Tax Payable of Manufacture of Furniture Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.00,162.60,139.80,123.30,105.80,91.50,78.50,63.40,49.70,38.20,23.40,
Value-added Tax Payable of Manufacture of Furniture Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.8,11.7,10.9,12.1,12.0,13.0,11.7,13.7,12.3,19.7,
Value-added Tax Payable of Manufacture of Paper and Paper Products Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.80,315.50,271.50,233.10,205.10,175.30,151.80,123.00,94.20,69.50,42.50,
Value-added Tax Payable of Manufacture of Paper and Paper Products Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.30,296.50,257.20,222.80,197.10,170.20,143.70,118.50,92.60,67.30,44.60,
Value-added Tax Payable of Manufacture of Paper and Paper Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.4,5.6,4.6,4.1,3.0,5.6,3.8,1.7,3.3,-4.7,
Value-added Tax Payable of Printing Reproduction of Recording Media Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.70,187.90,164.10,143.20,126.90,108.50,92.60,73.70,58.90,43.40,27.30,
Value-added Tax Payable of Printing Reproduction of Recording Media Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.90,178.60,154.10,133.10,114.20,101.00,85.00,68.50,54.70,41.50,26.90,
Value-added Tax Payable of Printing Reproduction of Recording Media Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5.2,6.5,7.6,11.1,7.4,8.9,7.6,7.7,4.6,1.5,
Value-added Tax Payable of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.60,309.40,268.70,233.20,202.90,175.90,149.00,121.50,93.70,68.50,43.00,
Value-added Tax Payable of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.00,284.80,243.50,209.50,181.40,157.90,132.90,107.00,83.80,62.70,39.60,
Value-added Tax Payable of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.6,10.3,11.3,11.9,11.4,12.1,13.6,11.8,9.3,8.6,
Value-added Tax Payable of Processing of Petroleum Coking and Processing of Nuclear Fuel Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.50,1353.90,1168.30,1014.40,922.30,824.30,715.30,600.90,450.90,317.20,187.90,
Value-added Tax Payable of Processing of Petroleum Coking and Processing of Nuclear Fuel Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.80,1108.40,946.20,834.60,742.50,636.90,554.10,455.20,349.80,265.80,169.50,
Value-added Tax Payable of Processing of Petroleum Coking and Processing of Nuclear Fuel Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,22.1,23.5,21.5,24.2,29.4,29.1,32.0,28.9,19.3,10.9,
Value-added Tax Payable of Manufacture of Raw Chemical Materials and Chemical Products Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.70,1948.80,1711.70,1496.40,1290.20,1129.30,951.90,777.50,604.60,447.80,277.60,
