Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Total Liabilities of Support Activities of Mining month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.70,1357.30,1328.00,1370.20,1365.20,1383.30,1344.00,1246.70,1246.70,1224.50,1228.80,,1386.80,1403.50,1408.60,1386.10,1383.80,1377.50,1367.90,1361.00,1357.40,1345.10,1344.50,,1462.90,1468.10,1423.10,1419.20,1388.60,1365.50,1351.80,1345.00,1346.40,1367.90,1376.80,
Total Liabilities of Support Activities of Mining The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.90,1498.30,1505.50,1477.30,1471.10,1466.60,1455.60,1362.90,1360.60,1348.10,1352.60,,1487.40,1491.90,1445.70,1443.10,1412.80,1388.60,1377.80,1349.60,1350.20,1376.00,1375.20,,1479.50,1549.70,1516.10,1461.80,1474.50,1425.10,1433.20,1398.00,1392.00,1294.60,1272.10,
Total Liabilities of Support Activities of Mining Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4,-9.4,-11.8,-7.2,-7.2,-5.7,-7.7,-8.5,-8.4,-9.2,-9.2,,-6.8,-5.9,-2.6,-3.9,-2.1,-0.8,-0.7,0.8,0.5,-2.2,-2.2,,-1.1,-5.3,-6.1,-2.9,-5.8,-4.2,-5.7,-3.8,-3.3,5.7,8.2,
Total Liabilities of Mining of Other Ores month-end (100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.40,13.00,13.00,13.00,13.00,12.60,12.50,12.30,11.80,10.10,10.00,,7.80,7.10,7.10,4.60,4.60,4.50,4.80,4.90,4.80,4.80,4.10,,4.80,4.80,4.90,4.80,4.80,4.80,4.80,4.90,4.80,4.80,4.70,
Total Liabilities of Mining of Other Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.50,7.70,7.90,5.40,5.40,5.50,5.50,5.40,5.40,6.10,5.80,,4.80,4.70,4.80,4.70,4.70,4.70,4.70,4.90,5.00,4.90,4.90,,4.30,3.90,3.80,3.80,3.80,3.70,3.70,3.70,3.60,3.50,3.40,
Total Liabilities of Mining of Other Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6,68.8,64.6,140.7,140.7,129.1,127.3,127.8,118.5,65.6,72.4,,62.5,51.1,47.9,-2.1,-2.1,-4.3,2.1,0.0,-4.0,-2.0,-16.3,,11.6,23.1,28.9,26.3,26.3,29.7,29.7,32.4,33.3,37.1,38.2,
Total Liabilities of Processing of Food from Agricultural Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17190.70,17166.00,17154.80,16955.70,16793.00,16634.40,16517.20,16419.60,16383.20,16137.20,15821.70,,16773.50,16686.00,16519.60,16316.90,16227.60,16061.80,15961.00,15860.30,15831.20,15710.20,15440.30,,16270.40,16230.90,16160.00,16071.00,15995.60,15788.70,15834.10,15600.50,15426.10,15135.30,14815.70,
Total Liabilities of Processing of Food from Agricultural Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16344.90,16287.90,16305.80,16195.30,16170.20,16003.80,15885.20,15795.60,15626.70,15482.80,15215.00,,16367.10,16310.50,16243.10,16176.20,16089.10,15890.40,15791.60,15578.60,15615.80,15400.40,14987.60,,15813.40,15701.70,15539.10,15336.60,15176.40,15065.30,15332.90,15093.10,14612.00,14366.80,14134.50,
Total Liabilities of Processing of Food from Agricultural Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.4,5.2,4.7,3.9,3.9,4.0,4.0,4.8,4.2,4.0,,2.5,2.3,1.7,0.9,0.9,1.1,1.1,1.8,1.4,2.0,3.0,,2.9,3.4,4.0,4.8,5.4,4.8,3.3,3.4,5.6,5.3,4.8,
Total Liabilities of Manufacture of Foods month-end (100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7157.20,7019.60,6931.80,6929.30,6807.70,6672.20,6626.70,6619.90,6512.60,6414.10,6299.70,,6811.00,6693.90,6574.00,6555.50,6461.20,6336.00,6211.00,6170.20,6169.00,6211.90,6102.90,,6409.80,6408.00,6318.30,6267.90,6111.70,5959.90,5972.80,5906.70,5855.50,5865.00,5768.60,
Total Liabilities of Manufacture of Foods The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6741.40,6608.80,6515.10,6510.30,6485.50,6367.10,6225.60,6155.50,6119.30,6137.60,6030.70,,6415.40,6404.40,6309.80,6256.30,6142.00,5965.30,5966.80,5903.10,5886.40,5885.80,5762.70,,6038.90,5998.90,5925.30,5932.40,5856.80,5639.80,5673.80,5552.70,5426.20,5412.50,5286.30,
Total Liabilities of Manufacture of Foods Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.2,6.4,6.4,5.0,4.8,6.4,7.5,6.4,4.5,4.5,,6.2,4.5,4.2,4.8,5.2,6.2,4.1,4.5,4.8,5.5,5.9,,6.1,6.8,6.6,5.7,4.4,5.7,5.3,6.4,7.9,8.4,9.1,
Total Liabilities of Manufacture of Wine Beverages and Refined Tea month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7338.20,7254.70,7261.30,7401.30,7421.70,7332.20,7273.20,7098.60,7121.60,7146.00,6955.50,,7263.40,7120.50,7065.70,7107.60,7047.00,6928.10,6910.30,6808.90,6768.50,6783.20,6646.00,,6790.60,6718.60,6736.60,6748.80,6733.50,6714.60,6741.30,6576.10,6467.70,6374.20,6236.20,
Total Liabilities of Manufacture of Wine Beverages and Refined Tea The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7067.50,6957.00,6992.80,7130.40,7095.50,6980.90,6962.90,6832.30,6741.90,6747.60,6626.20,,6802.00,6709.10,6726.20,6762.80,6741.80,6734.00,6746.00,6590.40,6545.00,6451.90,6274.90,,6439.90,6344.40,6247.20,6280.80,6245.00,6274.40,6228.90,6071.50,6060.90,5971.70,5835.40,
Total Liabilities of Manufacture of Wine Beverages and Refined Tea Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.3,3.8,3.8,4.6,5.0,4.5,3.9,5.6,5.9,5.0,,6.8,6.1,5.0,5.1,4.5,2.9,2.4,3.3,3.4,5.1,5.9,,5.4,5.9,7.8,7.5,7.8,7.0,8.2,8.3,6.7,6.7,6.9,
Total Liabilities of Manufacture of Tobacco month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517.50,2476.20,2327.70,2322.80,2215.40,2265.50,2409.80,2420.50,2496.20,2641.60,2672.70,,2612.20,2704.70,2467.20,2576.20,2494.90,2488.20,2573.90,2521.20,2414.00,2499.90,2411.50,,2311.20,2450.90,2268.60,2365.60,2279.00,2401.00,2460.30,2170.20,2206.50,2274.10,2244.60,
Total Liabilities of Manufacture of Tobacco The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2614.80,2703.50,2467.30,2576.30,2495.00,2488.40,2574.90,2522.00,2414.90,2500.80,2413.00,,2311.00,2454.10,2271.50,2368.40,2281.70,2403.70,2462.30,2170.70,2220.50,2288.30,2254.10,,1910.80,2119.60,1927.10,1999.10,1937.90,2004.50,2195.90,2144.00,2148.20,2170.40,2041.40,
Total Liabilities of Manufacture of Tobacco Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7,-8.4,-5.7,-9.8,-11.2,-9.0,-6.4,-4.0,3.4,5.6,10.8,,13.0,10.2,8.6,8.8,9.3,3.5,4.5,16.1,8.7,9.2,7.0,,21.0,15.6,17.7,18.3,17.6,19.8,12.0,1.2,2.7,4.8,10.0,
Total Liabilities of Manufacture of Textile month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12637.80,12896.60,12959.40,12729.40,12671.90,12623.30,12583.80,12512.50,12411.80,12241.70,12062.40,,12839.70,12795.20,12646.40,12489.40,12422.80,12300.10,12218.50,12128.40,12101.30,12189.40,12006.60,,12758.70,12762.70,12678.50,12591.40,12483.80,12428.10,12401.90,12296.10,12081.40,11845.60,11657.80,
Total Liabilities of Manufacture of Textile The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431.50,12461.30,12420.40,12246.80,12198.30,12078.20,12021.30,11938.10,11822.30,11666.00,11525.60,,12384.90,12398.90,12311.50,12214.80,12091.60,12010.00,11944.50,11863.80,11805.00,11702.40,11440.50,,12559.40,12472.50,12330.30,12290.20,12153.20,12033.70,12057.20,11884.30,11754.60,11616.90,11416.30,
Total Liabilities of Manufacture of Textile Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,3.5,4.3,3.9,3.9,4.5,4.7,4.8,5.0,4.9,4.7,,3.7,3.2,2.7,2.2,2.7,2.4,2.3,2.2,2.5,4.2,4.9,,1.6,2.3,2.8,2.5,2.7,3.3,2.9,3.5,2.8,2.0,2.1,
Total Liabilities of Manufacture of Textile Wearing Apparel and Clothing month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6554.70,6631.50,6656.90,6529.80,6456.30,6349.60,6301.10,6186.00,6068.00,5881.30,5797.00,,6565.30,6302.40,6227.30,6136.00,6022.00,5898.40,5853.90,5770.70,5764.60,5648.30,5518.90,,6200.40,6213.90,6175.50,6034.60,5909.80,5782.20,5695.20,5564.70,5460.90,5362.90,5303.90,
Total Liabilities of Manufacture of Textile Wearing Apparel and Clothing The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6316.00,6161.90,6112.10,6016.70,5911.10,5788.30,5733.30,5645.20,5568.20,5531.10,5407.90,,6205.90,6219.90,6165.60,6022.50,5907.20,5757.30,5674.00,5519.00,5496.10,5336.70,5226.30,,5932.40,5847.20,5810.70,5744.10,5588.60,5495.70,5396.90,5264.70,5156.80,5069.20,4952.70,
Total Liabilities of Manufacture of Textile Wearing Apparel and Clothing Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,7.6,8.9,8.5,9.2,9.7,9.9,9.6,9.0,6.3,7.2,,5.8,1.3,1.0,1.9,1.9,2.5,3.2,4.6,4.9,5.8,5.6,,4.5,6.3,6.3,5.1,5.7,5.2,5.5,5.7,5.9,5.8,7.1,
Total Liabilities of Manufacture of Leather Fur Feather and Related Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.20,3318.50,3299.00,3264.10,3222.20,3159.20,3138.00,3104.70,3071.70,3021.80,2960.50,,3329.80,3319.70,3265.60,3214.10,3174.80,3137.00,3135.60,3075.00,3047.20,2989.40,2915.80,,3266.70,3265.50,3217.80,3204.80,3229.00,3104.00,3068.10,3033.50,2997.10,2896.20,2801.70,
Total Liabilities of Manufacture of Leather Fur Feather and Related Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264.20,3283.10,3237.90,3184.40,3138.50,3096.90,3095.70,3028.20,2979.60,2916.00,2848.50,,3243.70,3241.30,3191.20,3177.40,3201.30,3067.50,3033.60,3006.10,2995.70,2891.40,2761.30,,3153.50,3174.10,3151.10,3091.60,3070.50,3003.40,2933.00,2846.60,2792.70,2730.30,2661.00,
Total Liabilities of Manufacture of Leather Fur Feather and Related Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.1,1.9,2.5,2.7,2.0,1.4,2.5,3.1,3.6,3.9,,2.7,2.4,2.3,1.2,-0.8,2.3,3.4,2.3,1.7,3.4,5.6,,3.6,2.9,2.1,3.7,5.2,3.3,4.6,6.6,7.3,6.1,5.3,
