Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Financial Costs of Mining and Processing of Nonmetal Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2,3.2,1.6,2.3,1.4,0.3,2.7,1.9,0.6,0.0,-1.2,,-4.5,-5.5,-4.7,-5.6,-5.3,-5.1,-4.6,-3.5,-4.3,-3.6,-1.1,,1.4,1.9,0.6,3.3,3.2,3.0,2.1,0.4,2.2,2.9,7.2,
Financial Costs of Support Activities of Mining Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.20,-4.90,-6.40,-5.40,-7.70,-9.40,-8.30,3.30,3.10,2.90,1.30,,6.40,5.10,5.70,6.50,5.30,4.90,4.50,3.30,3.30,3.20,1.60,,12.80,12.50,14.00,12.70,9.20,8.70,7.70,5.50,4.60,3.90,1.80,
Financial Costs of Support Activities of Mining Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.30,-19.00,-12.60,-9.60,-7.70,-6.50,-4.30,3.30,3.30,3.10,1.60,,12.70,12.40,13.90,12.60,9.20,8.70,7.60,5.40,4.50,3.90,1.80,,17.40,12.90,11.60,10.40,8.90,7.70,7.00,5.60,4.70,4.20,3.40,
Financial Costs of Support Activities of Mining Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-169.5,-74.2,-49.2,-43.7,0.0,44.6,93.0,0.0,-6.1,-6.5,-18.8,,-49.6,-58.9,-59.0,-48.4,-42.4,-43.7,-40.8,-38.9,-26.7,-17.9,-11.1,,-26.4,-3.1,20.7,22.1,3.4,13.0,10.0,-1.8,-2.1,-7.1,-47.1,
Financial Costs of Mining of Other Ores Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.30,0.30,0.30,0.30,0.30,0.20,0.20,0.10,0.10,0.10,,0.40,0.40,0.30,0.30,0.20,0.20,0.20,0.10,0.10,0.10,0.00,,0.50,0.40,0.30,0.30,0.20,0.20,0.10,0.10,0.10,0.10,0.00,
Financial Costs of Mining of Other Ores Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,0.40,0.30,0.30,0.20,0.20,0.20,0.10,0.10,0.10,0.00,,0.50,0.40,0.30,0.30,0.20,0.20,0.10,0.10,0.10,0.10,0.00,,0.30,0.30,0.20,0.20,0.20,0.10,0.10,0.10,0.10,0.00,0.00,
Financial Costs of Mining of Other Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.0,-25.0,0.0,0.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0,,-20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,,66.7,33.3,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
Financial Costs of Processing of Food from Agricultural Products Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.80,448.40,417.20,373.80,324.00,289.20,248.40,202.10,164.70,124.30,76.90,,555.10,493.40,442.50,395.00,346.70,302.10,260.90,214.10,168.30,127.40,84.90,,553.30,492.20,441.10,398.40,353.90,297.30,256.00,208.40,166.70,126.30,84.60,
Financial Costs of Processing of Food from Agricultural Products Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.00,469.40,429.80,386.20,340.30,296.30,255.40,209.60,163.70,124.00,82.30,,554.70,492.70,441.40,398.60,354.00,297.20,256.00,208.40,168.00,127.50,84.70,,535.00,478.80,431.60,389.70,341.30,303.00,262.60,219.90,176.20,133.90,84.70,
Financial Costs of Processing of Food from Agricultural Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,-4.5,-2.9,-3.2,-4.8,-2.4,-2.7,-3.6,0.6,0.2,-6.6,,0.1,0.1,0.2,-0.9,-2.1,1.6,1.9,2.7,0.2,-0.1,0.2,,3.4,2.8,2.2,2.2,3.7,-1.9,-2.5,-5.2,-5.4,-5.7,-0.1,
Financial Costs of Manufacture of Foods Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.90,132.80,120.70,109.40,95.60,83.20,70.80,57.60,46.10,34.80,23.50,,143.40,127.90,115.70,104.00,92.20,80.60,68.90,57.30,46.60,35.60,23.30,,146.60,129.90,116.60,105.70,93.60,76.40,65.30,53.50,43.90,34.10,22.90,
Financial Costs of Manufacture of Foods Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.60,127.10,116.90,106.10,92.90,80.90,69.00,56.90,45.80,35.00,22.80,,146.80,130.60,117.70,106.70,94.70,77.00,66.50,54.20,44.90,34.80,23.20,,138.00,126.10,113.10,100.90,88.40,77.10,66.50,56.40,45.50,34.60,22.20,
Financial Costs of Manufacture of Foods Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.5,3.3,3.1,2.9,2.8,2.6,1.2,0.7,-0.6,3.1,,-2.3,-2.1,-1.7,-2.5,-2.6,4.7,3.6,5.7,3.8,2.3,0.4,,6.2,3.0,3.1,4.8,5.9,-0.9,-1.8,-5.1,-3.5,-1.4,3.2,
Financial Costs of Manufacture of Wine Beverages and Refined Tea Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.70,110.40,101.60,93.10,82.80,72.20,63.20,51.90,40.40,30.10,21.40,,130.40,116.90,104.80,93.60,84.20,74.00,63.00,52.60,41.00,30.50,22.50,,138.70,122.00,108.70,98.50,88.70,73.00,62.50,53.40,41.60,32.00,22.90,
Financial Costs of Manufacture of Wine Beverages and Refined Tea Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.80,112.00,101.90,94.30,85.00,74.60,63.50,52.80,40.80,30.30,22.40,,138.60,121.60,108.30,98.10,88.10,72.60,62.10,52.90,42.20,32.40,23.10,,124.20,117.70,102.90,91.70,81.60,68.70,57.80,48.90,37.50,28.30,19.30,
Financial Costs of Manufacture of Wine Beverages and Refined Tea Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,-1.4,-0.3,-1.3,-2.6,-3.2,-0.5,-1.7,-1.0,-0.7,-4.5,,-5.9,-3.9,-3.2,-4.6,-4.4,1.9,1.4,-0.6,-2.8,-5.9,-2.6,,11.7,3.7,5.6,7.4,8.7,6.3,8.1,9.2,10.9,13.1,18.7,
Financial Costs of Manufacture of Tobacco Accumulated (100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.00,-15.60,-16.40,-16.80,-14.50,-13.70,-13.70,-11.50,-11.30,-10.80,-8.20,,-19.10,-4.90,-4.90,-4.70,-3.30,-4.00,-2.70,-1.20,-1.80,-1.70,-0.70,,-16.80,-3.30,-3.80,-4.20,-4.20,-2.70,-2.30,0.10,-0.30,-1.00,0.80,
Financial Costs of Manufacture of Tobacco Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.10,-4.90,-4.90,-4.70,-3.30,-4.00,-2.60,-1.20,-1.80,-1.70,-0.70,,-16.80,-3.30,-3.80,-4.20,-4.20,-2.70,-2.30,0.10,-0.20,-0.90,0.80,,-17.40,-4.50,-6.10,-6.30,-2.80,-3.30,-2.60,-1.10,0.00,-0.10,1.30,
Financial Costs of Manufacture of Tobacco Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,218.4,234.7,257.4,339.4,242.5,426.9,858.3,527.8,535.3,1071.4,,13.7,48.5,28.9,11.9,-21.4,48.1,17.4,-1300.0,800.0,88.9,-187.5,,-3.4,-26.7,-37.7,-33.3,50.0,-18.2,-11.5,-109.1,0.0,900.0,-38.5,
Financial Costs of Manufacture of Textile Accumulated (100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.60,403.00,378.30,340.30,298.40,259.70,219.90,177.50,142.70,108.00,69.20,,441.90,406.60,369.80,333.40,292.90,256.30,219.20,179.60,146.40,112.10,71.70,,479.10,433.90,395.90,355.60,313.90,270.80,232.60,189.70,151.90,114.60,71.40,
Financial Costs of Manufacture of Textile Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.30,388.60,363.90,328.20,288.50,252.00,215.60,177.00,143.20,106.40,68.60,,461.60,417.10,379.30,340.40,300.30,258.50,221.60,180.80,147.70,113.70,70.70,,496.30,452.50,408.00,366.20,321.70,282.80,243.90,197.30,158.70,119.80,74.60,
Financial Costs of Manufacture of Textile Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,3.7,4.0,3.7,3.4,3.1,2.0,0.3,-0.3,1.5,0.9,,-4.3,-2.5,-2.5,-2.1,-2.5,-0.9,-1.1,-0.7,-0.9,-1.4,1.4,,-3.5,-4.1,-3.0,-2.9,-2.4,-4.2,-4.6,-3.9,-4.3,-4.3,-4.3,
Financial Costs of Manufacture of Textile Wearing Apparel and Clothing Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.80,160.00,149.20,134.00,117.90,101.50,85.10,67.40,52.20,39.10,26.00,,162.80,148.70,133.10,119.60,104.40,90.80,76.90,63.70,51.80,37.00,22.90,,150.70,138.50,122.40,108.70,95.50,84.80,72.70,58.80,46.80,34.90,22.70,
Financial Costs of Manufacture of Textile Wearing Apparel and Clothing Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.70,144.20,131.90,118.80,103.80,90.30,76.30,63.00,50.70,37.60,23.30,,154.70,141.90,125.30,111.20,97.60,86.40,73.90,59.90,48.40,34.70,22.40,,157.50,141.20,126.20,110.90,95.20,82.40,70.20,57.10,45.60,35.20,23.90,
Financial Costs of Manufacture of Textile Wearing Apparel and Clothing Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,11.0,13.1,12.8,13.6,12.4,11.5,7.0,3.0,4.0,11.6,,5.2,4.8,6.2,7.6,7.0,5.1,4.1,6.3,7.0,6.6,2.2,,-4.3,-1.9,-3.0,-2.0,0.3,2.9,3.6,3.0,2.6,-0.9,-5.0,
Financial Costs of Manufacture of Leather Fur Feather and Related Products Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.30,101.20,90.90,81.30,70.80,60.90,51.20,39.90,31.70,24.00,14.10,,95.40,87.80,79.40,71.30,62.30,54.40,46.10,36.80,29.70,22.50,13.90,,97.00,89.60,81.10,71.90,62.20,55.10,46.80,37.30,29.50,22.90,14.20,
Financial Costs of Manufacture of Leather Fur Feather and Related Products Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.20,87.30,79.10,70.90,61.80,54.00,45.70,36.50,29.30,22.10,13.70,,96.10,88.60,80.10,70.90,61.30,54.00,45.80,36.60,29.20,22.60,13.90,,107.30,97.70,88.50,78.60,68.50,59.40,50.20,40.40,31.90,24.60,16.30,
Financial Costs of Manufacture of Leather Fur Feather and Related Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,15.9,14.9,14.7,14.6,12.8,12.0,9.3,8.2,8.6,2.9,,-0.7,-0.9,-0.9,0.6,1.6,0.7,0.7,0.5,1.7,-0.4,0.0,,-9.6,-8.3,-8.4,-8.5,-9.2,-7.2,-6.8,-7.7,-7.5,-6.9,-12.9,
Financial Costs of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.30,99.50,90.70,81.50,72.00,62.40,53.70,42.70,34.10,25.90,17.40,,115.20,103.80,92.60,82.40,72.10,62.30,52.90,43.10,34.10,25.70,16.90,,116.70,106.10,95.70,85.20,73.90,64.70,55.20,44.00,34.60,26.20,16.50,
Financial Costs of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.90,102.70,91.50,82.20,71.80,62.00,52.60,42.80,33.70,25.40,16.60,,116.30,105.50,95.00,84.60,73.40,64.20,54.70,43.60,34.90,26.30,16.50,,117.90,104.40,93.90,82.20,71.10,61.80,52.60,42.20,33.60,24.80,15.60,
Financial Costs of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,-3.1,-0.9,-0.9,0.3,0.6,2.1,-0.2,1.2,2.0,4.8,,-0.9,-1.6,-2.5,-2.6,-1.8,-3.0,-3.3,-1.1,-2.3,-2.3,2.4,,-1.0,1.6,1.9,3.6,3.9,4.7,4.9,4.3,3.0,5.6,5.8,
