Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Total Current Assets of Mining and Processing of Ferrous Metal Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3466.20,3584.40,3539.10,3471.20,3410.40,3405.30,3291.30,3299.60,3405.90,3306.00,3235.90,,3966.60,4021.00,4018.10,3917.50,3870.00,3910.40,3917.70,3814.10,3922.30,3838.00,3528.60,,3983.90,4084.40,4057.20,3932.10,4007.70,4055.50,3940.60,3948.80,3849.60,3749.80,3702.50,
Total Current Assets of Mining and Processing of Ferrous Metal Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6,-0.5,4.5,1.5,5.0,3.8,5.2,6.1,0.7,2.3,3.5,,1.0,3.3,2.1,2.3,2.4,1.2,-2.0,0.3,2.3,1.7,-1.7,,-2.5,-3.4,-2.6,-1.8,-5.0,-4.9,-2.1,-4.8,-3.1,-2.7,-0.8,
Total Current Assets of Mining and Processing of Non-Ferrous Metal Ores month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198.20,2278.60,2256.30,2215.80,2221.00,2163.10,2142.80,2095.90,2080.90,1996.70,1923.50,,2119.20,2190.90,2157.60,2123.20,2077.30,2087.80,2103.20,1988.20,2003.20,1987.80,1855.60,,1970.40,2024.00,1990.90,1982.00,1961.90,1936.70,1910.00,1894.70,1861.00,1809.30,1835.20,
Total Current Assets of Mining and Processing of Non-Ferrous Metal Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.00,2181.50,2148.80,2129.20,2125.30,2120.70,2123.10,2025.20,2038.60,1981.00,1920.40,,2050.30,2106.30,2085.60,2073.50,1968.60,2002.00,2031.00,1885.30,1904.20,1854.20,1797.60,,1922.40,1980.60,1963.00,1946.10,1938.70,1895.30,1888.00,1860.10,1811.30,1770.40,1745.40,
Total Current Assets of Mining and Processing of Non-Ferrous Metal Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.5,5.0,4.1,4.5,2.0,0.9,3.5,2.1,0.8,0.2,,3.4,4.0,3.5,2.4,5.5,4.3,3.6,5.5,5.2,7.2,3.2,,2.5,2.2,1.4,1.8,1.2,2.2,1.2,1.9,2.7,2.2,5.1,
Total Current Assets of Mining and Processing of Nonmetal Ores month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.80,1712.40,1703.10,1700.30,1644.30,1641.70,1612.80,1575.90,1547.40,1567.20,1521.80,,1688.90,1686.70,1633.70,1607.20,1561.50,1554.00,1530.10,1526.70,1515.00,1499.30,1463.50,,1625.90,1618.60,1531.30,1556.40,1524.70,1496.70,1467.70,1435.00,1425.40,1401.30,1402.10,
Total Current Assets of Mining and Processing of Nonmetal Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.70,1676.70,1636.70,1605.80,1553.00,1543.30,1526.70,1508.20,1490.00,1464.90,1422.70,,1595.20,1593.00,1498.70,1524.60,1498.70,1477.50,1449.30,1427.40,1433.90,1414.90,1407.80,,1534.60,1499.50,1468.80,1452.30,1422.20,1393.40,1380.20,1347.50,1298.90,1253.60,1218.90,
Total Current Assets of Mining and Processing of Nonmetal Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,2.1,4.1,5.9,5.9,6.4,5.6,4.5,3.9,7.0,7.0,,5.9,5.9,9.0,5.4,4.2,5.2,5.6,7.0,5.7,6.0,4.0,,5.9,7.9,4.3,7.2,7.2,7.4,6.3,6.5,9.7,11.8,15.0,
Total Current Assets of Support Activities of Mining month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446.40,1474.90,1438.20,1472.20,1458.10,1465.40,1411.00,1208.30,1178.80,1144.60,1131.70,,1269.00,1339.40,1353.20,1326.20,1324.60,1311.80,1308.00,1282.60,1271.50,1251.60,1263.10,,1392.10,1437.70,1379.90,1360.60,1339.90,1306.70,1281.50,1267.00,1270.20,1284.70,1351.10,
Total Current Assets of Support Activities of Mining The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.60,1538.90,1556.00,1523.80,1517.50,1507.20,1500.30,1310.70,1299.60,1278.90,1293.60,,1439.10,1486.10,1428.60,1408.90,1381.70,1351.30,1323.70,1276.10,1280.50,1293.70,1354.60,,1473.00,1600.00,1543.50,1515.80,1493.50,1435.10,1410.70,1364.30,1348.60,1267.10,1238.40,
Total Current Assets of Support Activities of Mining Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-4.2,-7.6,-3.4,-3.9,-2.8,-6.0,-7.8,-9.3,-10.5,-12.5,,-11.8,-9.9,-5.3,-5.9,-4.1,-2.9,-1.2,0.5,-0.7,-3.3,-6.8,,-5.5,-10.1,-10.6,-10.2,-10.3,-8.9,-9.2,-7.1,-5.8,1.4,9.1,
Total Current Assets of Mining of Other Ores month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.70,11.50,11.30,11.30,11.40,11.00,10.30,10.00,8.30,7.20,7.20,,6.20,6.50,6.40,4.10,4.00,4.10,4.30,4.00,3.80,3.70,3.60,,4.20,4.10,4.10,4.10,4.10,4.10,3.50,3.60,3.50,3.60,3.60,
Total Current Assets of Mining of Other Ores The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50,6.70,6.60,4.20,4.30,4.40,4.30,4.20,4.10,4.60,4.80,,4.30,4.20,4.20,4.10,4.10,4.00,3.80,3.90,3.90,3.90,3.90,,4.50,4.50,4.40,4.40,4.40,4.30,3.90,3.70,3.70,3.50,3.30,
Total Current Assets of Mining of Other Ores Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,71.6,71.2,169.0,165.1,150.0,139.5,138.1,102.4,56.5,50.0,,44.2,54.8,52.4,0.0,-2.4,2.5,13.2,2.6,-2.6,-5.1,-7.7,,-6.7,-8.9,-6.8,-6.8,-6.8,-4.7,-10.3,-2.7,-5.4,2.9,9.1,
Total Current Assets of Processing of Food from Agricultural Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17854.00,17931.90,17923.20,17724.60,17532.60,17237.80,17133.50,16998.50,16987.40,16687.50,16362.20,,17378.80,17321.20,17198.60,16929.80,16705.20,16517.50,16397.60,16255.50,16225.20,16117.00,15802.80,,16704.20,16763.20,16589.40,16436.60,16366.30,16193.90,16232.30,15977.00,15756.70,15467.40,15196.90,
Total Current Assets of Processing of Food from Agricultural Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16899.90,16975.20,17002.00,16844.20,16699.50,16499.20,16373.90,16210.70,16044.60,15895.70,15564.90,,16747.40,16822.00,16646.00,16492.20,16418.30,16252.80,16124.60,15941.90,15852.90,15646.90,15302.30,,16123.00,16100.20,15847.00,15689.50,15520.60,15312.90,15454.30,15126.60,14831.20,14583.50,14472.50,
Total Current Assets of Processing of Food from Agricultural Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,5.4,5.2,5.0,4.5,4.6,4.9,5.9,5.0,5.1,,3.8,3.0,3.3,2.7,1.7,1.6,1.7,2.0,2.3,3.0,3.3,,3.6,4.1,4.7,4.8,5.4,5.8,5.0,5.6,6.2,6.1,5.0,
Total Current Assets of Manufacture of Foods month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8011.20,7867.50,7776.90,7707.00,7557.00,7306.80,7301.80,7206.10,7128.40,7046.80,6893.30,,7410.30,7377.00,7333.30,7287.70,7135.00,6950.50,6857.50,6737.10,6697.20,6759.20,6626.30,,7032.80,6953.30,6848.30,6799.90,6512.60,6384.10,6536.50,6477.30,6381.10,6386.70,6198.70,
Total Current Assets of Manufacture of Foods The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7389.30,7325.40,7260.50,7221.60,7172.30,6979.00,6886.10,6798.80,6725.00,6766.60,6640.10,,7146.90,7048.80,6938.60,6886.00,6582.80,6435.90,6503.50,6419.10,6359.20,6349.80,6151.30,,6435.50,6351.00,6229.40,6219.60,6096.80,5877.40,5952.40,5872.30,5755.30,5676.60,5552.50,
Total Current Assets of Manufacture of Foods Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,7.4,7.1,6.7,5.4,4.7,6.0,6.0,6.0,4.1,3.8,,3.7,4.7,5.7,5.8,8.4,8.0,5.4,5.0,5.3,6.4,7.7,,9.3,9.5,9.9,9.3,6.8,8.6,9.8,10.3,10.9,12.5,11.6,
Total Current Assets of Manufacture of Wine Beverages and Refined Tea month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9411.50,9403.70,9334.80,9374.70,9298.40,9083.40,9040.60,8856.20,8803.20,8756.20,8526.00,,8743.60,8625.80,8550.80,8562.40,8427.80,8279.10,8261.20,8078.50,8018.90,7973.30,7783.80,,7936.20,7872.20,7896.20,7831.90,7778.90,7712.40,7752.60,7558.70,7449.30,7382.00,7226.30,
Total Current Assets of Manufacture of Wine Beverages and Refined Tea The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8530.10,8459.00,8462.80,8580.80,8460.00,8318.20,8290.30,8088.80,7996.10,7938.90,7758.30,,7927.70,7847.70,7876.30,7827.60,7771.80,7702.70,7734.10,7539.40,7492.40,7419.10,7242.70,,7436.40,7314.90,7203.80,7225.60,7172.70,7169.90,7124.00,6902.00,6872.40,6804.00,6664.30,
Total Current Assets of Manufacture of Wine Beverages and Refined Tea Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,11.2,10.3,9.3,9.9,9.2,9.1,9.5,10.1,10.3,9.9,,10.3,9.9,8.6,9.4,8.4,7.5,6.8,7.2,7.0,7.5,7.5,,6.7,7.6,9.6,8.4,8.5,7.6,8.8,9.5,8.4,8.5,8.4,
Total Current Assets of Manufacture of Tobacco month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7491.90,7482.90,7313.70,7268.20,7114.80,7173.10,7156.40,7175.90,7339.70,7430.10,7407.20,,7138.70,7273.40,7079.50,7143.20,7059.70,7155.70,7196.70,7096.20,7081.40,7112.30,6989.30,,6720.80,6902.10,6694.90,6839.80,6681.40,6726.80,6806.20,6661.70,6699.70,6671.20,6583.00,
Total Current Assets of Manufacture of Tobacco The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7141.50,7273.40,7079.70,7143.40,7059.80,7155.90,7197.50,7096.80,7082.10,7112.90,6990.00,,6722.60,6905.50,6697.80,6842.70,6684.30,6729.70,6808.40,6662.80,6708.60,6680.30,6587.00,,6006.20,6396.00,6129.10,6274.50,6187.50,6178.20,6342.60,6258.70,6166.30,6100.80,5939.20,
Total Current Assets of Manufacture of Tobacco Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,2.9,3.3,1.7,0.8,0.2,-0.6,1.1,3.6,4.5,6.0,,6.2,5.3,5.7,4.4,5.6,6.3,5.7,6.5,5.6,6.5,6.1,,11.9,7.9,9.2,9.0,8.0,8.9,7.3,6.4,8.7,9.3,10.8,
Total Current Assets of Manufacture of Textile month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12470.80,12703.80,12793.40,12579.80,12486.10,12386.60,12303.90,12196.00,12084.00,11921.60,11712.80,,12643.30,12639.40,12435.40,12219.00,12100.40,11924.30,11812.60,11723.30,11651.20,11776.40,11523.50,,12561.80,12542.70,12423.70,12330.90,12205.20,12086.50,11953.90,11837.00,11623.20,11464.90,11308.20,
Total Current Assets of Manufacture of Textile The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12131.80,12260.00,12210.80,12022.80,11920.30,11747.90,11637.20,11543.00,11383.90,11304.70,11061.30,,12151.90,12136.80,12009.70,11919.40,11778.90,11661.40,11497.00,11403.20,11346.50,11327.90,11093.20,,12286.10,12219.10,12038.40,11967.70,11799.20,11647.10,11627.80,11443.80,11261.20,11075.60,10906.70,
Total Current Assets of Manufacture of Textile Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.6,4.8,4.6,4.7,5.4,5.7,5.7,6.1,5.5,5.9,,4.0,4.1,3.5,2.5,2.7,2.3,2.7,2.8,2.7,4.0,3.9,,2.2,2.6,3.2,3.0,3.4,3.8,2.8,3.4,3.2,3.5,3.7,
Total Current Assets of Manufacture of Textile Wearing Apparel and Clothing month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874.90,7955.80,7946.00,7864.50,7741.60,7655.80,7558.50,7456.40,7314.30,7160.20,7064.40,,7894.90,7700.70,7588.50,7444.70,7296.80,7121.50,7012.50,6974.20,6933.90,6829.20,6725.90,,7505.20,7485.80,7403.90,7313.40,7152.70,6996.00,6856.30,6697.00,6614.00,6540.60,6519.40,
Total Current Assets of Manufacture of Textile Wearing Apparel and Clothing The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7641.50,7556.80,7508.10,7361.40,7213.30,7038.30,6930.30,6890.20,6776.60,6753.70,6653.60,,7549.00,7510.80,7421.60,7318.00,7173.60,6988.00,6846.70,6663.50,6677.20,6500.10,6423.80,,7259.20,7147.60,7024.60,6951.00,6765.40,6636.70,6511.30,6375.80,6284.00,6213.90,6129.00,
Total Current Assets of Manufacture of Textile Wearing Apparel and Clothing Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.3,5.8,6.8,7.3,8.8,9.1,8.2,7.9,6.0,6.2,,4.6,2.5,2.2,1.7,1.7,1.9,2.4,4.7,3.8,5.1,4.7,,3.4,4.7,5.4,5.2,5.7,5.4,5.3,5.0,5.3,5.3,6.4,
Total Current Assets of Manufacture of Leather Fur Feather and Related Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281.20,4294.20,4305.00,4238.50,4209.00,4136.10,4094.40,4053.70,4017.00,3960.00,3859.30,,4313.80,4293.50,4227.80,4164.60,4105.60,4059.90,4030.50,3982.60,3951.10,3925.80,3854.10,,4331.50,4308.90,4240.50,4234.90,4234.00,4089.10,4057.20,4011.60,3952.90,3869.80,3778.10,
Total Current Assets of Manufacture of Leather Fur Feather and Related Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224.90,4244.80,4218.40,4146.10,4082.10,4031.60,3998.60,3945.60,3895.50,3864.20,3795.30,,4301.00,4271.90,4204.10,4192.90,4191.90,4031.90,4001.60,3963.90,3934.50,3850.30,3700.00,,4203.90,4204.90,4150.00,4052.80,4007.40,3927.20,3860.60,3750.90,3699.20,3598.70,3487.80,
Total Current Assets of Manufacture of Leather Fur Feather and Related Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.2,2.1,2.2,3.1,2.6,2.4,2.7,3.1,2.5,1.7,,0.3,0.5,0.6,-0.7,-2.1,0.7,0.7,0.5,0.4,2.0,4.2,,3.0,2.5,2.2,4.5,5.7,4.1,5.1,7.0,6.9,7.5,8.3,
