일시,습도,16 방위 풍향,풍속,강수량,현지기압,해면기압,변화량 기압,이슬점 온도,기온
2015-01-06 06:00:00,44.1,90.0,3.0,0.0,870.6,1031.7,2.2,-20.2,-10.3
2015-01-06 09:00:00,50.1,80.0,2.0,0.0,870.4,1031.6,0.2,-19.0,-10.6
2015-01-06 12:00:00,59.7,0.0,0.0,0.0,870.2,1032.8,0.2,-18.9,-12.7
2015-01-06 15:00:00,64.2,90.0,3.0,0.0,869.9,1033.3,0.3,-19.3,-14.0
2015-01-06 18:00:00,61.2,0.0,0.0,0.0,869.8,1034.1,0.1,-21.0,-15.2
2015-01-06 21:00:00,65.8,0.0,0.0,0.0,870.0,1035.3,0.2,-21.6,-16.7
2015-01-07 00:00:00,69.0,100.0,1.0,0.0,871.1,1037.5,1.1,-22.2,-17.9
2015-01-07 03:00:00,61.9,0.0,0.0,0.0,872.0,1037.7,0.9,-22.2,-16.6
2015-01-07 06:00:00,52.3,0.0,0.0,0.0,871.7,1034.1,0.3,-19.7,-11.9
2015-01-07 09:00:00,51.8,0.0,0.0,0.0,872.9,1035.6,1.2,-20.0,-12.1
2015-01-07 12:00:00,68.7,0.0,0.0,0.0,873.9,1039.8,1.0,-21.0,-16.6
2015-01-07 15:00:00,73.3,0.0,0.0,0.0,874.7,1042.2,0.8,-22.1,-18.5
2015-01-07 18:00:00,78.2,0.0,0.0,0.0,876.8,1044.9,2.1,-23.2,-20.4
2015-01-07 21:00:00,76.8,0.0,0.0,0.0,876.3,1045.9,0.5,-23.9,-20.9
2015-01-08 00:00:00,76.7,0.0,0.0,0.0,877.1,1047.3,0.8,-24.6,-21.6
2015-01-08 03:00:00,68.9,0.0,0.0,0.0,878.2,1046.2,1.1,-22.6,-18.3
2015-01-08 06:00:00,55.9,0.0,0.0,0.0,877.1,1041.9,1.1,-20.9,-14.0
2015-01-08 09:00:00,59.0,0.0,0.0,0.0,877.4,1042.0,0.3,-19.9,-13.6
2015-01-08 12:00:00,72.8,0.0,0.0,0.0,877.7,1045.1,0.3,-21.3,-17.6
2015-01-08 15:00:00,75.2,0.0,0.0,0.0,876.8,1044.6,0.9,-21.6,-18.3
2015-01-08 18:00:00,75.8,0.0,0.0,0.0,875.7,1043.6,1.1,-21.9,-18.7
2015-01-08 21:00:00,78.9,0.0,0.0,0.0,874.1,1043.2,1.6,-23.5,-20.8
2015-01-09 00:00:00,76.8,0.0,0.0,0.0,873.2,1042.1,0.9,-23.8,-20.8
2015-01-09 03:00:00,66.9,0.0,0.0,0.0,872.7,1038.6,0.5,-21.5,-16.8
2015-01-09 06:00:00,55.8,0.0,0.0,0.0,871.0,1032.5,1.7,-17.9,-10.8
2015-01-09 09:00:00,59.2,0.0,0.0,0.0,870.6,1032.1,0.4,-17.4,-11.0
2015-01-09 12:00:00,69.7,0.0,0.0,0.0,870.6,1034.7,0.0,-19.0,-14.7
2015-01-09 15:00:00,73.9,0.0,0.0,0.0,870.3,1034.8,0.3,-19.0,-15.4
2015-01-09 18:00:00,76.8,0.0,0.0,0.0,870.3,1035.0,0.0,-20.2,-17.1
2015-01-09 21:00:00,77.9,0.0,0.0,0.0,870.1,1036.6,0.2,-21.2,-18.3
2015-01-10 00:00:00,77.7,70.0,2.0,0.0,870.7,1038.0,0.6,-22.2,-19.3
2015-01-10 03:00:00,60.8,50.0,2.0,0.0,872.0,1034.9,1.3,-18.6,-12.6
2015-01-10 06:00:00,48.1,0.0,0.0,0.0,871.7,1031.2,0.3,-16.7,-7.6
2015-01-10 09:00:00,49.1,0.0,0.0,0.0,872.4,1031.4,0.7,-15.6,-6.7
2015-01-10 12:00:00,60.0,0.0,0.0,0.0,873.0,1034.3,0.6,-16.3,-10.0
2015-01-10 15:00:00,63.9,80.0,3.0,0.0,873.3,1036.7,0.3,-18.4,-13.0
2015-01-10 18:00:00,61.9,80.0,3.0,0.0,873.2,1037.5,0.1,-20.0,-14.3
2015-01-10 21:00:00,65.1,70.0,3.0,0.0,872.9,1037.5,0.3,-19.9,-14.8
2015-01-11 00:00:00,67.2,0.0,0.0,0.0,872.9,1037.8,0.0,-20.0,-15.3
2015-01-11 03:00:00,48.0,90.0,3.0,0.0,873.0,1034.5,0.1,-19.2,-10.3
2015-01-11 06:00:00,42.1,0.0,0.0,0.0,871.7,1030.2,1.3,-16.9,-6.1
2015-01-11 09:00:00,49.0,0.0,0.0,0.0,871.9,1031.0,0.2,-15.9,-7.0
2015-01-11 12:00:00,65.9,0.0,0.0,0.0,872.9,1035.1,1.0,-16.4,-11.3
2015-01-11 15:00:00,71.7,0.0,0.0,0.0,873.3,1037.3,0.4,-17.8,-13.8
2015-01-11 18:00:00,75.0,0.0,0.0,0.0,873.6,1039.1,0.3,-19.4,-16.0
2015-01-11 21:00:00,73.7,0.0,0.0,0.0,873.8,1039.6,0.2,-19.9,-16.3
2015-01-12 00:00:00,76.6,0.0,0.0,0.0,875.1,1042.4,1.3,-21.3,-18.2
2015-01-12 03:00:00,68.2,0.0,0.0,0.0,876.9,1043.1,1.8,-20.6,-16.1
2015-01-12 06:00:00,64.2,0.0,0.0,0.0,876.0,1039.0,0.9,-17.1,-11.7
2015-01-12 09:00:00,62.9,0.0,0.0,0.0,876.3,1038.6,0.3,-16.3,-10.6
2015-01-12 12:00:00,74.0,0.0,0.0,0.0,877.2,1042.5,0.9,-18.3,-14.7
2015-01-12 15:00:00,82.3,0.0,0.0,0.0,877.6,1044.3,0.4,-18.9,-16.6
2015-01-12 18:00:00,80.8,0.0,0.0,0.0,877.2,1044.6,0.4,-20.1,-17.6
2015-01-12 21:00:00,80.0,0.0,0.0,0.0,876.8,1044.7,0.4,-21.1,-18.5
2015-01-13 00:00:00,81.3,0.0,0.0,0.0,877.1,1045.4,0.3,-21.3,-18.9
2015-01-13 03:00:00,70.1,140.0,2.0,0.0,877.4,1043.4,0.3,-19.8,-15.6
2015-01-13 06:00:00,59.0,140.0,2.0,0.0,875.8,1037.5,1.6,-16.3,-9.8
2015-01-13 09:00:00,60.1,0.0,0.0,0.0,875.5,1036.8,0.3,-15.6,-9.3
2015-01-13 12:00:00,73.2,0.0,0.0,0.0,876.0,1039.7,0.5,-16.5,-12.7
2015-01-13 15:00:00,79.2,80.0,2.0,0.0,876.3,1041.3,0.3,-17.3,-14.5
2015-01-13 18:00:00,78.9,80.0,2.0,0.0,875.8,1042.2,0.5,-19.5,-16.7
2015-01-13 21:00:00,80.3,70.0,2.0,0.0,875.4,1041.4,0.4,-18.8,-16.2
2015-01-14 00:00:00,80.8,160.0,1.0,0.0,875.1,1042.1,0.3,-20.2,-17.7
2015-01-14 03:00:00,70.7,120.0,2.0,0.0,875.7,1041.4,0.6,-19.7,-15.6
2015-01-14 06:00:00,67.0,210.0,2.0,0.0,874.2,1036.7,1.5,-16.4,-11.5
2015-01-14 09:00:00,74.2,310.0,2.0,0.0,874.2,1036.1,0.0,-14.2,-10.5
2015-01-14 12:00:00,78.1,240.0,2.0,0.0,874.9,1038.7,0.7,-16.1,-13.1
2015-01-14 15:00:00,74.7,300.0,2.0,0.0,874.9,1039.6,0.0,-17.9,-14.4
2015-01-14 18:00:00,75.2,320.0,1.0,0.0,874.8,1040.1,0.1,-18.7,-15.3
2015-01-14 21:00:00,79.0,210.0,1.0,0.0,874.5,1040.0,0.3,-18.5,-15.7
2015-01-15 00:00:00,81.3,0.0,0.0,0.0,874.8,1042.6,0.3,-21.3,-18.9
2015-01-15 03:00:00,79.7,220.0,2.0,0.0,875.4,1041.1,0.6,-18.4,-15.7
2015-01-15 06:00:00,71.0,220.0,3.0,0.0,874.2,1036.7,1.2,-15.7,-11.5
2015-01-15 09:00:00,69.9,250.0,2.0,0.0,875.1,1037.7,0.9,-15.8,-11.4
2015-01-15 12:00:00,83.1,0.0,0.0,0.0,876.6,1042.6,1.5,-18.0,-15.8
2015-01-15 15:00:00,84.3,0.0,2.0,0.0,877.6,1045.0,1.0,-19.6,-17.6
2015-01-15 18:00:00,81.9,30.0,1.0,0.0,877.9,1047.0,0.3,-22.1,-19.8
2015-01-15 21:00:00,81.0,30.0,1.0,0.0,878.8,1048.6,0.9,-23.1,-20.7
2015-01-16 00:00:00,78.3,70.0,4.0,0.0,878.2,1047.6,0.6,-23.0,-20.2
2015-01-16 03:00:00,72.2,80.0,4.0,0.0,878.0,1045.4,0.2,-21.2,-17.4
2015-01-16 06:00:00,57.9,90.0,3.0,0.0,875.7,1039.0,2.3,-18.8,-12.2
2015-01-16 09:00:00,61.1,70.0,3.0,0.0,873.7,1036.1,2.0,-17.4,-11.4
2015-01-16 12:00:00,70.2,80.0,2.0,0.0,872.2,1035.1,1.5,-16.8,-12.5
2015-01-16 15:00:00,61.8,60.0,2.0,0.0,869.6,1030.7,2.6,-16.5,-10.6
2015-01-16 18:00:00,69.9,20.0,4.0,0.0,867.1,1028.1,2.5,-15.5,-11.1
2015-01-16 21:00:00,73.7,50.0,4.0,0.0,865.6,1027.7,1.5,-16.8,-13.1
2015-01-17 00:00:00,77.2,140.0,2.0,0.0,866.2,1029.6,0.6,-18.0,-14.9
2015-01-17 03:00:00,79.4,210.0,2.0,0.0,867.2,1029.9,1.0,-16.5,-13.7
2015-01-17 06:00:00,81.0,230.0,3.0,0.0,866.4,1027.4,0.8,-13.9,-11.3
2015-01-17 09:00:00,68.0,290.0,5.0,0.0,867.9,1031.4,1.5,-19.2,-14.6
2015-01-17 12:00:00,76.2,0.0,0.0,0.0,869.6,1034.9,1.7,-19.9,-16.7
2015-01-17 15:00:00,83.7,240.0,1.0,0.0,869.4,1034.8,0.2,-19.0,-16.9
2015-01-17 18:00:00,88.2,300.0,1.0,0.0,869.4,1034.0,0.0,-17.3,-15.8
2015-01-17 21:00:00,88.2,250.0,2.0,0.0,869.1,1033.9,0.3,-17.6,-16.1
2015-01-18 00:00:00,87.9,0.0,0.0,0.5,868.9,1035.4,0.2,-20.1,-18.6
2015-01-18 03:00:00,89.1,250.0,2.0,0.0,868.4,1032.0,0.5,-16.0,-14.6
2015-01-18 06:00:00,80.3,300.0,2.0,0.0,866.7,1028.3,1.7,-14.9,-12.2
2015-01-18 09:00:00,67.8,0.0,0.0,0.0,865.4,1025.4,1.3,-15.0,-10.2
2015-01-18 12:00:00,76.3,0.0,0.0,0.0,864.7,1026.3,0.7,-16.0,-12.7
2015-01-18 15:00:00,75.3,0.0,0.0,0.0,863.5,1026.3,1.2,-18.2,-14.8
2015-01-18 18:00:00,80.1,0.0,0.0,0.0,863.6,1028.2,0.1,-20.0,-17.4
2015-01-18 21:00:00,78.7,0.0,0.0,0.0,863.6,1028.4,0.0,-20.5,-17.7
2015-01-19 00:00:00,82.0,0.0,0.0,0.0,864.6,1030.5,1.0,-21.3,-19.0
2015-01-19 03:00:00,69.1,0.0,0.0,0.0,865.7,1028.9,1.1,-19.2,-14.8
2015-01-19 06:00:00,61.2,0.0,0.0,0.0,865.4,1026.1,0.3,-17.2,-11.2
2015-01-19 09:00:00,61.9,0.0,0.0,0.0,866.2,1026.5,0.8,-16.2,-10.3
2015-01-19 12:00:00,73.1,0.0,0.0,0.0,868.3,1030.8,2.1,-16.8,-13.0
2015-01-19 15:00:00,79.1,0.0,0.0,0.0,869.8,1034.2,1.5,-18.2,-15.4
2015-01-19 18:00:00,81.4,0.0,0.0,0.0,870.8,1037.5,1.0,-20.8,-18.4
2015-01-19 21:00:00,81.1,0.0,0.0,0.0,871.7,1039.7,0.9,-22.4,-20.0
2015-01-20 00:00:00,80.9,0.0,0.0,0.0,872.8,1042.3,1.1,-24.1,-21.7
2015-01-20 03:00:00,77.3,0.0,0.0,0.0,873.6,1040.6,0.8,-21.0,-18.0
2015-01-20 06:00:00,64.0,0.0,0.0,0.0,872.6,1035.6,1.0,-18.0,-12.6
2015-01-20 09:00:00,57.0,0.0,0.0,0.0,872.8,1035.2,0.2,-18.5,-11.7
2015-01-20 12:00:00,73.1,0.0,0.0,0.0,872.6,1037.9,0.2,-19.7,-16.0
2015-01-20 15:00:00,72.3,0.0,0.0,0.0,871.9,1038.0,0.7,-21.0,-17.2
2015-01-20 18:00:00,72.1,80.0,3.0,0.0,870.7,1037.1,1.2,-21.8,-18.0
2015-01-20 21:00:00,70.7,90.0,3.0,0.0,869.7,1036.3,1.0,-22.6,-18.6
2015-01-21 00:00:00,54.8,80.0,3.0,0.0,869.1,1032.7,0.6,-21.6,-14.5
2015-01-21 03:00:00,54.8,80.0,3.0,0.0,869.1,1032.7,0.6,-21.6,-14.5
2015-01-21 06:00:00,45.9,100.0,1.0,0.0,867.1,1027.1,2.0,-19.1,-9.6
2015-01-21 09:00:00,47.0,0.0,0.0,0.0,866.3,1025.5,0.8,-17.9,-8.6
2015-01-21 12:00:00,66.0,0.0,0.0,0.0,865.9,1028.1,0.4,-18.3,-13.3
2015-01-21 15:00:00,68.0,0.0,0.0,0.0,864.5,1027.2,1.4,-19.0,-14.4
2015-01-21 18:00:00,69.1,90.0,2.0,0.0,862.0,1024.6,2.5,-19.4,-15.0
2015-01-21 21:00:00,66.8,110.0,3.0,0.0,859.6,1021.7,2.4,-19.6,-14.8
2015-01-22 00:00:00,68.0,0.0,0.0,0.0,864.5,1027.2,1.4,-19.0,-14.4
2015-01-22 03:00:00,58.1,130.0,1.0,0.0,857.6,1016.9,0.0,-17.9,-11.3
2015-01-22 06:00:00,39.0,230.0,4.0,0.0,857.5,1012.9,0.1,-17.1,-5.3
2015-01-22 09:00:00,58.2,260.0,2.0,0.0,859.0,1013.8,1.5,-10.9,-3.9
2015-01-22 12:00:00,81.0,300.0,4.0,0.0,862.6,1020.2,3.6,-10.1,-7.4
2015-01-22 15:00:00,79.1,0.0,0.0,0.0,865.5,1026.3,2.9,-14.2,-11.3
2015-01-22 18:00:00,79.9,340.0,1.0,0.0,866.2,1029.2,0.7,-17.0,-14.3
2015-01-22 21:00:00,82.9,30.0,1.0,0.0,867.0,1032.3,0.8,-19.8,-17.6
2015-01-23 00:00:00,80.0,70.0,2.0,0.0,868.2,1034.1,1.2,-20.6,-18.0
2015-01-23 03:00:00,65.7,90.0,2.0,0.0,868.7,1032.3,0.5,-19.5,-14.5
2015-01-23 06:00:00,51.9,100.0,2.0,0.0,866.9,1026.2,1.8,-16.8,-8.7
2015-01-23 09:00:00,52.8,120.0,1.0,0.0,865.8,1024.9,1.1,-16.6,-8.7
2015-01-23 12:00:00,59.9,70.0,1.0,0.0,866.4,1026.6,0.6,-16.5,-10.2
2015-01-23 15:00:00,53.8,0.0,0.0,0.0,865.7,1025.6,0.7,-17.5,-9.9
2015-01-23 18:00:00,62.9,0.0,0.0,0.0,865.9,1027.5,0.2,-18.0,-12.4
2015-01-23 21:00:00,64.9,70.0,3.0,0.0,864.6,1026.4,1.3,-18.3,-13.1
2015-01-24 00:00:00,69.1,90.0,3.0,0.0,864.9,1028.0,0.3,-19.2,-14.8
2015-01-24 03:00:00,55.8,80.0,2.0,0.0,864.6,1025.0,0.3,-18.1,-11.0
2015-01-24 06:00:00,48.9,0.0,0.0,0.0,863.8,1021.9,0.8,-16.5,-7.6
2015-01-24 09:00:00,49.8,280.0,2.0,0.0,864.6,1022.5,0.8,-15.8,-7.1
2015-01-24 12:00:00,69.0,0.0,0.0,0.0,865.4,1027.0,0.8,-17.0,-12.5
2015-01-24 15:00:00,69.7,0.0,0.0,0.0,866.6,1028.1,1.2,-16.4,-12.0
2015-01-24 18:00:00,75.7,0.0,0.0,0.0,867.0,1028.7,0.4,-15.7,-12.3
2015-01-24 21:00:00,73.8,0.0,0.0,0.0,867.5,1029.5,0.5,-16.3,-12.6
2015-01-25 00:00:00,74.1,310.0,5.0,0.0,869.8,1033.6,2.3,-18.1,-14.5
2015-01-25 03:00:00,68.8,320.0,3.0,0.0,871.9,1037.1,2.1,-20.4,-16.0
2015-01-25 06:00:00,62.9,310.0,4.0,0.0,873.2,1037.8,1.3,-20.2,-14.7
2015-01-25 09:00:00,63.8,300.0,2.0,0.0,876.2,1034.4,3.0,-22.8,-17.6
2015-01-25 12:00:00,70.7,0.0,0.0,0.0,883.3,1057.0,1.1,-28.4,-24.6
2015-01-25 15:00:00,67.7,300.0,3.0,0.0,882.2,1054.8,2.1,-27.7,-23.4
2015-01-25 18:00:00,70.7,0.0,0.0,0.0,883.3,1057.0,1.1,-28.4,-24.6
2015-01-25 21:00:00,73.6,0.0,0.0,0.0,883.8,1059.1,0.5,-29.8,-26.5
2015-01-26 00:00:00,70.9,0.0,0.0,0.0,883.8,1058.9,0.0,-30.0,-26.3
2015-01-26 03:00:00,71.6,230.0,2.0,0.0,884.5,1057.3,0.7,-26.8,-23.1
2015-01-26 06:00:00,58.0,230.0,2.0,0.0,883.1,1051.4,1.4,-23.6,-17.3
2015-01-26 09:00:00,39.9,280.0,3.0,0.0,882.0,1049.5,1.1,-27.0,-16.5
2015-01-26 12:00:00,52.2,0.0,0.0,0.0,882.9,1053.2,0.9,-27.4,-20.1
2015-01-26 15:00:00,63.9,0.0,0.0,0.0,882.5,1053.9,0.4,-26.8,-21.8
2015-01-26 18:00:00,67.8,0.0,0.0,0.0,881.4,1053.6,1.1,-27.4,-23.1
2015-01-26 21:00:00,65.2,0.0,0.0,0.0,880.7,1053.3,0.7,-28.5,-23.8
2015-01-27 00:00:00,71.3,60.0,2.0,0.0,880.8,1054.2,0.1,-28.5,-24.8
2015-01-27 03:00:00,57.1,80.0,3.0,0.0,880.4,1050.5,0.4,-26.8,-20.5
2015-01-27 06:00:00,48.0,150.0,2.0,0.0,877.9,1044.3,2.5,-24.5,-16.0
2015-01-27 09:00:00,44.0,0.0,0.0,0.0,876.0,1040.7,1.9,-23.7,-14.1
2015-01-27 12:00:00,54.9,80.0,2.0,0.0,876.2,1043.4,0.2,-24.5,-17.6
2015-01-27 15:00:00,74.5,0.0,0.0,0.0,875.1,1045.4,0.9,-25.6,-22.3
2015-01-27 18:00:00,74.1,0.0,0.0,0.0,875.9,1047.7,0.8,-27.3,-24.0
2015-01-27 21:00:00,53.2,0.0,0.0,0.0,871.7,1038.6,2.3,-25.6,-18.4
2015-01-28 00:00:00,81.4,0.0,0.0,0.4,871.6,1038.5,0.1,-20.8,-18.4
2015-01-28 03:00:00,78.9,0.0,0.0,0.0,871.6,1037.0,0.0,-19.1,-16.3
2015-01-28 06:00:00,71.1,220.0,1.0,0.0,870.7,1034.2,0.9,-18.0,-13.9
2015-01-28 09:00:00,62.8,240.0,2.0,0.0,871.5,1036.0,0.8,-20.6,-15.1
2015-01-28 12:00:00,72.2,0.0,0.0,0.2,874.2,1043.0,2.7,-24.1,-20.4
2015-01-28 15:00:00,74.5,0.0,0.0,0.0,875.1,1045.4,0.9,-25.6,-22.3
2015-01-28 18:00:00,74.1,0.0,0.0,0.0,875.9,1047.7,0.8,-27.3,-24.0
2015-01-28 21:00:00,73.9,0.0,0.0,0.0,875.8,1048.4,0.1,-28.4,-25.1
2015-01-29 00:00:00,70.0,0.0,0.0,0.0,876.8,1049.2,1.0,-28.4,-24.5
2015-01-29 03:00:00,63.9,0.0,0.0,0.0,878.0,1048.6,1.2,-26.9,-21.9
2015-01-29 06:00:00,53.8,240.0,1.0,0.0,877.5,1045.0,0.5,-24.8,-17.7
2015-01-29 09:00:00,54.0,210.0,2.0,0.0,877.3,1044.4,0.2,-24.3,-17.2
2015-01-29 12:00:00,67.2,0.0,0.0,0.0,878.3,1047.8,1.0,-24.8,-20.3
2015-01-29 15:00:00,73.1,0.0,0.0,0.0,878.5,1049.6,0.2,-25.9,-22.4
2015-01-29 18:00:00,74.8,0.0,0.0,0.0,878.7,1051.0,0.2,-27.2,-24.0
2015-01-29 21:00:00,72.7,0.0,0.0,0.0,879.0,1051.7,0.3,-27.9,-24.4
2015-01-30 00:00:00,72.1,50.0,3.0,0.0,879.9,1052.4,0.9,-27.5,-23.9
2015-01-30 03:00:00,56.8,0.0,0.0,0.0,881.0,1050.5,1.1,-25.9,-19.5
2015-01-30 06:00:00,56.2,0.0,0.0,0.0,880.3,1047.5,0.7,-23.2,-16.5
2015-01-30 09:00:00,50.1,0.0,0.0,0.0,879.7,1045.5,0.6,-22.8,-14.7
2015-01-30 12:00:00,66.9,0.0,0.0,0.0,880.8,1050.0,1.1,-23.8,-19.2
2015-01-30 15:00:00,69.9,0.0,0.0,0.0,881.0,1050.4,0.2,-23.5,-19.4
2015-01-30 18:00:00,69.0,0.0,0.0,0.0,880.2,1050.5,0.8,-25.0,-20.8
2015-01-30 21:00:00,70.0,60.0,2.0,0.0,879.1,1049.9,1.1,-25.8,-21.8
2015-01-31 00:00:00,68.2,90.0,1.0,0.0,879.2,1049.8,0.1,-25.9,-21.6
2015-01-31 03:00:00,52.0,70.0,3.0,0.0,879.2,1045.9,0.0,-23.7,-16.1
2015-01-31 06:00:00,42.9,120.0,1.0,0.0,877.5,1040.8,1.7,-21.8,-11.7
2015-01-31 09:00:00,37.0,90.0,2.0,0.0,876.0,1037.4,1.5,-21.3,-9.3
2015-01-31 12:00:00,62.2,0.0,0.0,0.0,876.6,1042.1,0.6,-20.8,-15.2
2015-01-31 15:00:00,58.8,90.0,2.0,0.0,876.4,1042.6,0.2,-22.4,-16.2
2015-01-31 18:00:00,60.2,90.0,2.0,0.0,875.8,1042.2,0.6,-22.6,-16.7
2015-01-31 21:00:00,56.9,80.0,4.0,0.0,874.2,1039.5,1.6,-22.2,-15.6
2015-02-01 00:00:00,55.7,80.0,2.0,0.0,873.5,1039.2,0.7,-23.1,-16.3
2015-02-01 03:00:00,53.0,100.0,2.0,0.0,873.9,1038.1,0.4,-21.5,-14.0
2015-02-01 06:00:00,34.9,70.0,3.0,0.0,871.9,1031.9,2.0,-21.1,-8.3
2015-02-01 09:00:00,35.0,100.0,2.0,0.0,871.5,1031.2,0.4,-20.7,-7.9
2015-02-01 12:00:00,53.2,210.0,1.0,0.0,872.5,1035.0,1.0,-19.5,-11.9
2015-02-01 15:00:00,62.1,0.0,0.0,0.0,873.0,1038.3,0.5,-21.4,-15.8
2015-02-01 18:00:00,62.2,0.0,0.0,0.0,873.1,1039.5,0.1,-22.8,-17.3
2015-02-01 21:00:00,67.8,0.0,0.0,0.0,873.1,1041.7,0.0,-24.8,-20.4
2015-02-02 00:00:00,71.3,0.0,0.0,0.0,874.0,1043.7,0.9,-25.5,-21.7
2015-02-02 03:00:00,59.9,0.0,0.0,0.0,875.9,1043.1,1.9,-23.6,-17.7
2015-02-02 06:00:00,57.3,200.0,2.0,0.0,875.9,1039.3,0.0,-19.2,-12.5
2015-02-02 09:00:00,50.8,320.0,3.0,0.0,877.4,1041.1,1.5,-20.4,-12.3
2015-02-02 12:00:00,64.2,350.0,1.0,0.0,879.8,1046.6,2.4,-21.3,-16.1
2015-02-02 15:00:00,72.1,0.0,0.0,0.0,881.7,1050.2,1.9,-21.8,-18.0
2015-02-02 18:00:00,77.9,0.0,0.0,0.0,882.4,1051.2,0.7,-21.2,-18.3
2015-02-02 21:00:00,81.2,0.0,0.0,0.0,882.9,1052.6,0.5,-21.8,-19.4
2015-02-03 00:00:00,83.3,0.0,0.0,0.0,883.9,1054.3,1.0,-22.2,-20.1
2015-02-03 03:00:00,81.5,0.0,0.0,0.0,885.2,1053.9,1.3,-19.8,-17.4
2015-02-03 06:00:00,61.1,200.0,3.0,0.0,884.2,1048.5,1.0,-17.3,-11.3
