,air_conditioners_1,air_conditioners_2,alternating_current_motors,aluminum_alloy,aluminum_oxide,aluminum_products,beer,bullet_trains,cars,caustic_soda,cement,cement_equipment,chemical_fertilizers_manufactured,chemical_fiber,chemical_medicine,chemical_pesticides,cloth,cold_rolled_steel_plate,color_television_sets,copper_products,corrugated_steel_bar,crude_iron_ore,crude_steel,electrical_instrument,electrolyzed_aluminum,electronic_computers,elevators_escalators_and_lifts,engines,equipment_for_feed_production,equipment_for_mobile_communication_base_stations,equipment_for_packaging,equipment_for_prevention_and_control_of_atmospheric_pollution,ethylene,excavators,feed,ferroalloy,fresh_and_frozen_meat,home_refrigerators,home_washing_machines,industrial_boilers,insulating_glass,integrated_circuits,laminated_glass,large_tractors,lead,liquior,lithium_ion_batteries,machine_made_paper_and_paperboards,medium_tractors,medium_wide_steel_belt,metal_containers,metal_cutting_tools,metal_forming_machine_tools,metal_smelting_equipment,micro_computer_equipment,milk_products,mobile_telephones,motor_vehicles,optic_cable,optoelectronic_devices,phosphate_ore,photovoltaic_cells,pig_iron,plain_glass,plastic_products,portable_electric_devices,power_generation_equipment,primary_plastic,railway_locomotives,refined_copper,refined_edible_vegetable_oil,refined_sugar,rolled_steel,salt,silk_and_woven_fabric,small_tractors,soda_ash,soft_drinks,steel_ships_for_civil_use,sulfuric_acid,suv,synthetic_detergents,synthetic_fiber,synthetic_rubber,ten_kinds_of_nonferrous_metals,tires,tobaccos,toughened_glass,traditional_chinese_medicine,trucks,welded_steel_pipe,wine,wire_rod,xerox_and_hectograph_printing_equipment,yarn,zinc,Output of Asphalt Current Period(10000 tons),Output of Coal Current Period(10000 tons),Output of Coalbed Gas Current Period(100 million cu.m),Output of Coke Current Period(10000 tons),Output of Crude oil Current Period(10000 tons),Output of Diesel Oil Current Period(10000 tons),Output of Electricity Current Period(100 million kwh),Output of Fuel Oil Current Period(10000 tons),Output of Gasoline Current Period(10000 tons),Output of Kerosene Current Period(10000 tons),Output of LNG Current Period(10000 tons),Output of LPG Current Period(10000 tons),Output of Naphtha Current Period(10000 tons),Output of Natural Gas Current Period(100 million cu.m),Output of Petroleum Coke Current Period(10000 tons),Output of Processing Volume of Crude oil Current Period(10000 tons),Output of Thermal Power Current Period(100 million kwh),Passenger Traffic Current Period(10000 persons),Passenger Traffic of Railways Current Period(10000 persons),Passenger Traffic of Highways Current Period(10000 persons),Passenger Traffic of Waterways Current Period(10000 persons),Freight Traffic Current Period(10000 tons),Freight Traffic of Railways Current Period(10000 tons),Freight Traffic of Highways Current Period(10000 tons),Freight Traffic of Waterways Current Period(10000 tons),Manufacturing Purchasing Managers'' Index(%),cn_a50,cn_szse,cn_sha
2016-03-22,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9667.54,10344.08,2999.36
2016-03-23,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9675.8,10442.38,3009.96
2016-03-24,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9537.5,10283.68,2960.97
2016-03-25,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9581.59,10339.68,2979.43
2016-03-26,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9581.59,10339.68,2979.43
2016-03-27,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9581.59,10339.68,2979.43
2016-03-28,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9476.58,10276.84,2957.82
2016-03-29,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9416.59,10094.71,2919.83
2016-03-30,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9623.85,10445.69,3000.64
2016-03-31,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2,287.7,29379.8,6.3,3605.3,1737.3,1474.5,4778.8,231.3,1096.1,332.7,47.9,289.2,267.3,122.7,211.8,4490.6,3641.9,159371.0,21242.0,132233.0,2002.0,331733.0,27433.0,256726.0,47518.0,50.2,9614.12,10455.37,3003.92
2016-04-01,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9658.04,10379.65,3009.53
2016-04-02,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9658.04,10379.65,3009.53
2016-04-03,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9658.04,10379.65,3009.53
2016-04-04,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9658.04,10379.65,3009.53
2016-04-05,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9706.33,10640.27,3053.07
2016-04-06,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9658.8,10683.86,3050.59
2016-04-07,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9542.45,10504.88,3008.42
2016-04-08,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9485.94,10413.54,2984.96
2016-04-09,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9485.94,10413.54,2984.96
2016-04-10,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9485.94,10413.54,2984.96
2016-04-11,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9580.45,10609.59,3033.96
2016-04-12,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4,268.0,26803.2,5.7,3624.8,1658.7,1461.4,4444.5,198.0,1090.1,318.0,49.4,290.0,264.4,105.8,206.5,4475.0,3289.4,153500.0,23900.0,123400.0,2200.0,359800.0,26100.0,283300.0,50300.0,50.1,9562.34,10533.41,3023.65
